jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-ky,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-71,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ividual is not eligible for postpartum coverage; and 3. The newborn is considered deemed eligible. I. Emergency Time-Limited MA coverage does not incl'"
us-la,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-la/policy/cms/chip-state-plan/spa/la-22-0001/approval-package/page-69,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us-ma,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ma/policy/cms/chip-state-plan/spa/ma-22-0016/approval-package/page-14,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us-md,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-500/page-8,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'er Title IV-B on the basis of being a child in foster care. Newborn, automatically eligible, (P03 and P 12 applicants made eligible through the DHMH 1'"
us-me,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-me/policy/cms/chip-state-plan/spa/me-24-0025/approval-package/page-4,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'edicaid pays for labor and delivery and the state deems the newborn eligible for Medicaid and ends the continuous eligibility period in CHIP. No PRA D'"
us-mi,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-mi/policy/cms/chip-state-plan/spa/mi-24-0026/approval-package/page-4,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'edicaid pays for labor and delivery and the state deems the newborn eligible for Medicaid and ends the continuous eligibility period in CHIP. Yes PRA'"
us-mn,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-mn/policy/cms/chip-state-plan/spa/mn-24-0026/approval-package/page-4,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'edicaid pays for labor and delivery and the state deems the newborn eligible for Medicaid and ends the continuous eligibility period in CHIP. No PRA D'"
us-mo,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/magi/1805-000-00/1805-020-00/1805-020-05/1805-020-05-05/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 't individuals who are eligible for MO HealthNet or CHIP as “deemed newborns” are considered to have provided satisfactory documentation of citizenship'"
us-ms,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.02.01,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ed at the end of the 12-month period. Mandatory Coverage of Newborns Coverage is mandatory for infants born to Medicaid eligible mothers. The infant i'"
us-mt,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-mt/policy/cms/chip-state-plan/spa/mt-18-0021/current-state-plan/page-26,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us-nc,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-nc/policy/cms/chip-state-plan/spa/nc-23-0017/approval-package/page-80,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are r'"
us-nd,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-35-80/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'rovide an SSN, or eligibility will end for that individual. Newborns may be eligible until the month of their first birthday with a request date, afte'"
us-ne,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ne/policy/cms/chip-state-plan/spa/ne-24-0015/approval-package/page-63,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us-nh,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/845.03,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '12 Month Continuous Eligibility for Deemed Newborns'"
us-nj,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-78/page-39,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'but for Federal immigration residency restrictions; 5. Any child born to a woman eligible under the provisions of this chapter (except to a presumpti'"
us-nm,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-nm/policy/cms/chip-state-plan/spa/nm-21-0009/approval-package/page-58,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us-nv,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-nv/manual/dwss/chip/mam-b-100/page-5,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'I MAGI MAGI MAGI MAGI MAGI MAGI MAGI MAGI MAGI MAGI B-120.1 Deemed Newborn Children (also known as OBRA) (42 CFR 435.117) Provides medical assistance'"
us-ny,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ny/manual/doh/medicaid/other-eligibility-requirements/page-155,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'also eliminates citizenship documentation requirements for deemed newborns. References: SSL Sect. 122 131-k Public Law 109-432 Dept. Reg. 349.3'"
us-oh,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-oh/policy/cms/chip-state-plan/spa/oh-17-0038/approval-package/page-28,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us-ok,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-5-2/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'abled; (3) Blind; (4) Pregnancy; (5) Children, including newborns deemed eligible; (6) Parents and caretaker relatives; (7) Refugee; (8) BCC tre'"
us-or,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-or/policy/cms/chip-state-plan/spa/or-24-0141-and-or-24-0140/approval-package/page-15,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'dren MAGI-Based Income Methodologies Conception to birth Deemed newborn Supersedes the current sections Geographic Area 4.1.1; Age 4.1.2; and Incom'"
us-pa,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-pa/manual/dhs/medicaid/304-application/304-1-general-policy/block-11,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'n households without children, especially GA households. A newborn child is automatically eligible as of the day he or she is born if the child's mot'"
us-ri,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-10-00-3/page-12,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'Independent Act pursuant to Part 30- 00-1 of this Title; e. Newborns deemed eligible for Medicaid or CHIP in accordance with Part 30-00-1 of this Titl'"
us-sc,C-457-360,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-13-chip-state-plan,us-sc/policy/cms/chip-state-plan/spa/sc-cspa-4/final-approved-state-plan/page-14,no,"weak (candidate) pattern matched; /newborn/: 'by the Plan: Entire State 4.1.2. Age: Depending on income, newborn to age 19 4.1.3. Income: Medicaid Expansion covers children in households with' (candidate, needs reading)"
us-sd,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-sd/policy/cms/chip-state-plan/spa/sd-24-0006/approval-package/page-4,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'edicaid pays for labor and delivery and the state deems the newborn eligible for Medicaid and ends the continuous eligibility period in CHIP. No PRA D'"
us-tn,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/abd-100-010/page-2,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'for and receiving TennCare Medicaid at the time of birth. A newborn who is deemed eligible and enrolled in Medicaid is exempt from citizenship verific'"
us-tx,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-tx/policy/cms/chip-state-plan/spa/tx-19-0045/approval-package/page-8,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'pt when labor with delivery is paid for by Medicaid and the newborn is deemed eligible for Medicaid, Approved October 25, 2010, Effective September 1,'"
us-ut,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ut/manual/dhhs/chip/222-1-deemed-newborn/block-1,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '222-1 Deemed Newborn'"
us-va,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m01/page-42,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'ation is not required. 3. Exception for Certain Newborns A child born to a mother who was eligible for Medicaid, FAMIS, FAMIS MOMS, or FAMIS Prenatal'"
us-vt,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-2/9.03,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'criteria for at least one of the following coverage groups: Deemed newborn 45 45 42 CFR § 435.117. Eligibility Standards Part 2 – Page 21 (Sec.9.00, S'"
us-wa,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-wa/manual/hca/chip/apple-health-for-kids/wac-182-505-0210,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'enddown liability with expenses incurred by the date of the newborn's birth: Washington apple health for supplemental security income (SSI) recipients'"
us-wi,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/badgercare-plus-handbook-release-26-03/page-101,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '2/2026 Effective Date: 06/01/2026 8.2 Continuously Eligible Newborns Newborn children are automatically eligible for BadgerCare Plus as Continuously E'"
us-wv,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-1784,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: '22.2.6.A 22.2.3 Update policy to include WVCHIP Pregnancy Deemed Newborn coverage for WVCHIP Pregnancy coverage WVCHIP Medical ID cards are issued a'"
us-wy,C-457-360,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-wy/policy/cms/chip-state-plan/spa/wy-21-0017/approval-package/page-22,no,"strong pattern /deemed newborn|newborn.{0,150}(deemed|automaticall/ matched: 'include, but are not limited to presumptive eligibility and deemed newborns. 4.1.9.1 States should specify whether Social Security Numbers (SSN) are'"
us,C-457-370,federal_only,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/370,no,federal regulation text held (42 CFR 457.370)
us-ak,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-al,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ar,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-az,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ca,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-co,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ct,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-dc,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-de,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-fl,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ga,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-hi,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ia,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-id,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-il,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-in,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ks,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ky,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-la,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ma,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-md,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-me,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-mi,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-mn,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-mo,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ms,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-mt,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-nc,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-nd,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ne,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-nh,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-nj,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-nm,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-nv,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ny,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-oh,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ok,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-or,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-pa,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ri,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-sc,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-sd,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-tn,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-tx,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-ut,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-va,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-vt,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-wa,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-wi,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-wv,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us-wy,C-457-370,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/370,no,federal-only element (42 CFR 457.370); carried at the us row and inherited
us,C-457-380,state,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/380,no,federal regulation text held (42 CFR 457.380)
us-ak,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/806-1-the-application/block-1,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'l forms and documentation needed for that individual (i.e., verification of citizenship, etc.) must be obtained before eligibility can be determined.'"
us-al,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-al/policy/cms/chip-state-plan/spa/al-23-0030-vcte/approval-package/page-66,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-ar,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ar/policy/cms/chip-state-plan/spa/ar-24-0007/approval-package/page-87,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'egards. 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-az,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-az/policy/cms/chip-state-plan/spa/az-22-0007/approval-package/page-133,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'NCE A COMPLETED APPLICATION IS RECEIVED, INCLUDENG ADEQUATE VERIFICATION OF INCOME, THE ADMINISTRATION SHALL EXPEDITE THE ELIGIBILITY DETERMINATION AN'"
us-ca,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ca/policy/cms/chip-state-plan/spa/ca-24-0012/approval-package/page-19,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'nt System for FQHC’s and RHC’s January 1, 2010: Citizenship Verification Requirement SPA # 20. Purpose of SPA: To eliminate the “Healthy Families” pr'"
us-co,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-co/regulation/10-ccr-2505-3/110,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'The Verify Lawful Presence (VLP) interface will be used to verify immigration status as required in 10 CCR 2505-10-8.100.3.G.2 2. If the state cannot'
us-ct,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ct/policy/cms/chip-state-plan/spa/ct-23-0002-chip/approval-package/page-10,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-dc,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-dc/manual/dhcf/medicaid/29-9505/block-1,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'etermination of eligibility in accordance with the District Verification Plan pursuant to 42 C.F.R. Sections 435.940 through 435.965 and Section 457.3'
us-de,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-de/regulation/admin-code/title16/dssm/18000/page-3,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'mation and information subsequently obtained from family or electronic data sources after enrollment. The receipt of information is considered a chang'
us-fl,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-fl/policy/cms/chip-state-plan/spa/fl-18-0029-chip/approval-package/page-34,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'address legislative changes with regard to eligibility and verification of income and accessibility to employer-based health insurance coverage. The'
us-ga,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2004/block-3,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'es provided by employers contracted through Employer Income Verification Income System framework, which includes Truv, Experian and/or TransUnion. Cl'"
us-hi,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-hi/regulation/har/17/1724-2/page-15,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'ment shall redetermine household's eligibility based on the verified income amount; unless a reasonable explanation, and if necessary, appropriate doc'"
us-ia,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ia/manual/hhs/chip/employees-manual-5-e/page-15,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'ng and handling applications are covered first, followed by verification requirements, timelines for processing, and establishing the effective date o'"
us-id,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-id/regulation/idapa/16/03/01/211-219,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'be verified through electronic means when available. If an electronic verification is not immediately obtainable, the Department may request document'"
us-il,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/12795/block-1,no,"strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'd After Application Denied – 06/09/14 MR 14.14 PM 02-07-03: Verification of Eligibility Factors – 03/01/97 PM 02-07-03-a: Age (AABD, TANF) – 07/01/97'"
us-in,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-in/manual/fssa/medicaid/ihcppm-chapter-2000/page-21,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'here an applicant/recipient’s self-attested information and electronic sources of information are inconsistent.20 Self-Attested Income Income Obtaine'
us-ks,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ks/policy/cms/chip-state-plan/spa/ks-24-0004/approval-package/page-62,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-ky,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-13-chip-state-plan,us-ky/policy/cms/chip-state-plan/spa/ky-23-0002-chip/approval-package/page-64,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: '320(a)) 4.1.0 Describe how the State meets the citizenship verification requirements. Include whether or not State has opted to use SSA verification'
us-la,C-457-380,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/g-0000/page-10,no,strong pattern /verif(y|ied|ication) (of )?(income|eligibility|cit/ matched: 'gible for Medicaid/LaCHIP. G-911.2 SOURCES OF VERIFICATION Self-Attestation Medicaid eligibility shall not be determined solely on self-declarations'
