program,jurisdiction,element,family,scope_version,citation_path,note
tanf,us-oh,tanf-s07,state regulation/manual,,,single body mention only at us-oh/regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated us-oh/regulation/agency-5101-1/chapter-5101-1-23/rule-5101-1-23-20 ('bed in rule 5101:1-2-20 of the Administrative Code. (J) What are the income standards used for OWF? Th
tanf,us-oh,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under ot"
tanf,us-oh,tanf-s29,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under ot"
tanf,us-ok,tanf-s07,state regulation/manual,,,"single body mention only at us-ok/regulation/2026-09-10-tanf-state-policy-manual us-ok/regulation/oac/340/10/340-10-2-3 ('340:10-4-1, TANF recipients undergo substance abuse screening. When a recipient tests positive for an illegal controlled'), not enough for PRESENT; no body in the selected scope("
tanf,us-ok,tanf-s12,state regulation/manual,,,"single body mention only at us-ok/regulation/2026-09-10-tanf-state-policy-manual us-ok/regulation/oac/340/10/340-10-3-5 ('the vehicle. (A) Exempt vehicles. The equity value of up to $5,000 in one vehicle is exempt from resource consideration.'), not enough for PRESENT; no body in the selected scope("
tanf,us-ok,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ok,tanf-s24,state regulation/manual,,,"single body mention only at us-ok/regulation/2026-09-10-tanf-state-policy-manual us-ok/regulation/oac/340/10/340-10-1-5 ('to $3,000 for rent, utilities, deposits, and moving expenses to allow domestic violence victims to transition to safe an'), not enough for PRESENT; no body in the selected scope("
tanf,us-or,tanf-s05,state regulation/manual,,,single body mention only at us-or/regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated us-or/regulation/chapter-461/division-160/rule-461-160-0620 ('self-support as allowed by OAR 461-145-0405. (c) One of the following need standards: (A) A $81.28 personal need
tanf,us-or,tanf-s09,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other"
tanf,us-or,tanf-s14,state regulation/manual,,,single body mention only at us-or/regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated us-or/regulation/chapter-461/division-135/rule-461-135-0071 ('arent head of household or a needy caretaker relative who reaches the 60-month time limit and does not meet any 
tanf,us-or,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other"
tanf,us-or,tanf-s24,state regulation/manual,,,"single body mention only at us-or/regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated us-or/regulation/chapter-461/division-195/rule-461-195-0501 ('S programs, when an overpayment puts the recipient at greater risk of domestic violence (see OAR 461-001-0000), "
tanf,us-or,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-pa,tanf-s29,state regulation/manual,,,"single body mention only at us-pa/manual/2026-09-10-tanf-state-policy-manual us-pa/manual/dhs/cash/104-application-104-5-processing-an-application/block-6 ('ey may not use TANF funds issued through their PA ACCESS card to make electronic benefit transfer (EBT) transactions in '), not enough for PRES"
tanf,us-ri,tanf-s02,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ri,tanf-s07,state regulation/manual,,,"single body mention only at us-ri/regulation/2026-09-10-tanf-state-policy-manual us-ri/regulation/218-ricr/20/00/2/page-104 ('usehold's total gross income exceeds one hundred eighty-five percent (185%) of the Federal Poverty Level, unless the hou'), not enough for PRESENT; no body in the selected sc"
tanf,us-ri,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-ri,tanf-s21,state regulation/manual,,,"single body mention only at us-ri/regulation/2026-09-10-tanf-state-policy-manual us-ri/regulation/218-ricr/20/00/2/page-18 ('as an incentive to hire the recipient, including, but not limited to, grant diversion. 41. “Subsidized housing” means ho'), not enough for PRESENT; no body in the selected sco"
tanf,us-ri,tanf-s28,state regulation/manual,,,"single body mention only at us-ri/regulation/2026-09-10-tanf-state-policy-manual us-ri/regulation/218-ricr/20/00/2/page-34 ('compliance with the child support Department. 6. Individuals who are fleeing to avoid prosecution, custody or confinemen'), not enough for PRESENT; no body in the selected sco"
tanf,us-ri,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-sc,tanf-s18,state regulation/manual,,,"single body mention only at us-sc/manual/2026-09-10-tanf-state-policy-manual us-sc/manual/dss/tanf-policy-manual/page-32 ('ssments 13.1) R. The prohibition against a work program sanction when appropriate child care is unavailable. (See Legal '), not enough for PRESENT; no body in the selected scope"
tanf,us-sc,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-sd,tanf-s02,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/01/01/block-1 ('s in the home and has the actual care and control of the child; (5) ""Dependent child,"" a child who has not attained 18 y'), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s05,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/03/02/block-1 ('unds or BIA general assistance funds which duplicate a portion of the need standard; and (9) Child support and alimony p'), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s07,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-sd,tanf-s09,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/01/27/block-1 ('ction or elimination of assistance for noncooperation in establishing paternity or obtaining child support, Pub. L. No. '), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s10,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/03/03/block-1 ('the participant from the work program for child care, transportation, work-related expenses, or work-related support ser'), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-sd,tanf-s14,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/06/13/block-1 ('ombined work and education activity. For purposes of calculating the 24-month limit established in SDCL 28-7A-20 , the d'), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s18,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/06/25/block-1 ('occur: (1) The individual is a single custodial parent caring for a child under six years of age and is able to prove th'), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-sd,tanf-s22,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-sd,tanf-s24,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/06/08/block-1 ('until family support services are available; (3) The individual is a victim of domestic violence; (4) The individual is '), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s28,state regulation/manual,,,"single body mention only at us-sd/regulation/2026-09-10-tanf-state-policy-manual us-sd/regulation/arsd/67/10/01/05/block-1 ('eligible for assistance under this article: (1) An individual who is fleeing to avoid prosecution, custody, or confineme'), not enough for PRESENT; no body in the selected sco"
tanf,us-sd,tanf-s29,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-sd,tanf-s30,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-tn,tanf-s02,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-tn,tanf-s04,state regulation/manual,,,"single body mention only at us-tn/manual/2026-09-10-tanf-state-policy-manual us-tn/manual/dhs/families-first/23-03/page-4 ('hrough AM3 or AM6 through AM8. In Families First these are treated as refugees. An Amerasian is an individual who was: o'), not enough for PRESENT; no body in the selected scop"
tanf,us-tn,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-tn,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-tx,tanf-s02,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-tx-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not se"
tanf,us-tx,tanf-s06,state regulation/manual,,,"single body mention only at us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained us-tx/manual/hhs/texas-works-handbook/a-1340-income-limits/block-6 ('e recognizable needs test. The adjusted income is subtracted from the maximum grant amount to determine the benefit amou'), not enough for PR"
tanf,us-tx,tanf-s09,state regulation/manual,,,"single body mention only at us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained us-tx/manual/hhs/texas-works-handbook/a-1340-income-limits/block-6 ('people a legal parent is legally obligated to support. Subtract the child support disregard, if applicable. Subtract the'), not enough for PR"
tanf,us-tx,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-tx-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not se"
tanf,us-tx,tanf-s14,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-tx-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not se"
tanf,us-tx,tanf-s16,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-tx-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not se"
tanf,us-tx,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-tx-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not se"
tanf,us-tx,tanf-s19,state regulation/manual,,,"single body mention only at us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained us-tx/manual/hhs/texas-works-handbook/a-2420-eligibility-requirements/block-13 ('must demonstrate cooperation to be eligible for OTTANF. See A-2100 , Personal Responsibility Agreement.'), not enough for PRESENT"
tanf,us-tx,tanf-s22,state regulation/manual,,,"single body mention only at us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained us-tx/manual/hhs/texas-works-handbook/a-220-tanf/block-19 ('Rehabilitation page and make an overpayment referral if appropriate. SSI Recipients A TANF family member is removed from'), not enough for PRESENT; no"
tanf,us-tx,tanf-s24,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-05-27-tx-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not se"
tanf,us-tx,tanf-s29,state regulation/manual,,,"single body mention only at us-tx/manual/2026-05-27-tx-manuals-r2026-07-15-self-contained us-tx/manual/hhs/texas-works-handbook/a-1320-types-income/block-142 ('n: Money given to Native Americans from gaming revenues (such as from casino profits, race tracks, lotteries, etc.) is n'), not enough for P"
tanf,us-tx,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-ut,tanf-s05,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-02-ut-fep-official-documents, manual/2026-05-27-ut-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element live"
tanf,us-ut,tanf-s12,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-02-ut-fep-official-documents, manual/2026-05-27-ut-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element live"
tanf,us-ut,tanf-s16,state regulation/manual,,,single body mention only at us-ut/manual/2026-05-27-ut-manuals-r2026-07-15-self-contained us-ut/manual/dws/eligibility-manual/400-income-standards-428-7-training-payments-and-allowances-htm/block-2 ('Trade Act) for training and related expenses All Programs Exempt WIOA On the Job Training (OJT)* Fin
tanf,us-ut,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-02-ut-fep-official-documents, manual/2026-05-27-ut-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element live"
tanf,us-ut,tanf-s24,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-07-02-ut-fep-official-documents, manual/2026-05-27-ut-manuals-r2026-07-15-self-contained] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element live"
tanf,us-va,tanf-s07,state regulation/manual,,,"single body mention only at us-va/manual/2026-09-10-tanf-state-policy-manual us-va/manual/dss/tanf/chapter-200/page-83 ('to the family, at the time of application, cannot exceed the maximum income limit and must be evaluated in determining t'), not enough for PRESENT; no body in the selected scope(s"
tanf,us-va,tanf-s11,state regulation/manual,,,"single body mention only at us-va/manual/2026-09-10-tanf-state-policy-manual us-va/manual/dss/tanf/chapter-1000/page-11 ('ge. In Virginia, the benchmark for a living wage is the United Way’s Asset Limited, Income Constrained, Employed (ALICE)'), not enough for PRESENT; no body in the selected scope("
tanf,us-va,tanf-s18,state regulation/manual,,,"single body mention only at us-va/manual/2026-09-10-tanf-state-policy-manual us-va/manual/dss/tanf/chapter-1000/page-14 ('umber of hours per week: • 20 hours per week for single parents with children under 6, • 35 hours per week for two-paren'), not enough for PRESENT; no body in the selected scope("
tanf,us-va,tanf-s24,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-va,tanf-s29,state regulation/manual,,,"single body mention only at us-va/manual/2026-09-10-tanf-state-policy-manual us-va/manual/dss/tanf/chapter-400/page-37 ('piercing is performed for hire, or in any establishment that provides adult-oriented entertainment in which performers o'), not enough for PRESENT; no body in the selected scope(s"
tanf,us-va,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
tanf,us-vt,tanf-s02,state regulation/manual,,,"single body mention only at us-vt/regulation/2026-09-10-tanf-state-policy-manual us-vt/regulation/dcf/esd-rules/2100/page-2 ('the following definitions apply to the Reach First program rules: 1. “Eligible child” means a child under the age of 18.'), not enough for PRESENT; no body in the selected sc"
tanf,us-vt,tanf-s03,state regulation/manual,,,"single body mention only at us-vt/regulation/2026-09-10-tanf-state-policy-manual us-vt/regulation/dcf/esd-rules/2400/page-5 ('nto civil unions. ii. This term does not include a pregnant person or caretaker relatives. 13. “PSE Household” means a f'), not enough for PRESENT; no body in the selected sc"
tanf,us-vt,tanf-s05,state regulation/manual,,,"single body mention only at us-vt/regulation/2026-09-10-tanf-state-policy-manual us-vt/regulation/dcf/esd-rules/2200/page-55 ('standard, because funding is insufficient to meet 100 percent of the need standard. 2240 Eligibility Computation (08/01/'), not enough for PRESENT; no body in the selected s"
tanf,us-vt,tanf-s07,state regulation/manual,,,"single body mention only at us-vt/regulation/2026-09-10-tanf-state-policy-manual us-vt/regulation/dcf/esd-rules/2400/page-1 ('............................................................ 6 2404.1 Financial Eligibility Determination ..............'), not enough for PRESENT; no body in the selected sc"
tanf,us-vt,tanf-s13,state regulation/manual,,,"single body mention only at us-vt/regulation/2026-09-10-tanf-state-policy-manual us-vt/regulation/dcf/esd-rules/2100/page-1 ('.............................................................. 4 2107 Benefit Calculation ..............................'), not enough for PRESENT; no body in the selected sc"
tanf,us-vt,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-vt,tanf-s22,state regulation/manual,,,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-vt,tanf-s24,state regulation/manual,,,"single body mention only at us-vt/regulation/2026-09-10-tanf-state-policy-manual us-vt/regulation/dcf/esd-rules/2200/page-10 ('icant or participant, or a dependent child, may be or may have been a victim of domestic violence. d. Domestic violence '), not enough for PRESENT; no body in the selected s"
tanf,us-wa,tanf-s02,state regulation/manual,,,"single body mention only at us-wa/manual/2026-07-21-wa-eaz-manual us-wa/manual/dshs/eaz/esa-eligibility-z-manual-ea-z-transitional-cash-assistance/block-2 ('A or Tribal TANF) at the time of Basic Food closure, Include a child under the age of 18 and/or a child under the age of'), not enough for PRES"
tanf,us-wa,tanf-s16,state regulation/manual,,,"single body mention only at us-wa/manual/2026-07-21-wa-eaz-manual us-wa/manual/dshs/eaz/esa-eligibility-z-manual-ea-z-student-status/block-5 ('id officer), or source (Job Services). TANF may be verified via ACES. On-the-job Training: Documentation from the employ'), not enough for PRESENT; no body i"
tanf,us-wa,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-07-21-wa-eaz-manual, regulation/2026-06-25-388-450-r2026-07-15-self-contained, regulation/2026-06-25-388-478-r2026-07-15-self-contained-r2026-07-17-dedup, regulation/2026-07-01-388-474-r2026-07-15-self-contained-r2026-07-17-dedup] matched the evidence pa"
tanf,us-wi,tanf-s02,state regulation/manual,,,"single body mention only at us-wi/manual/2026-09-10-tanf-state-policy-manual us-wi/manual/dcf/w2/01-01-2-3-financial-and-employment-planner/block-1 ('ing eligibility reviews. Explain and assess the Learnfare status for Dependent Child A person who resides with a parent '), not enough for PRESENT; no"
tanf,us-wi,tanf-s03,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-wi,tanf-s05,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-wi,tanf-s08,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-wi,tanf-s10,state regulation/manual,,,"single body mention only at us-wi/manual/2026-09-10-tanf-state-policy-manual us-wi/manual/dcf/w2/09-09-3-2-payment-eligibility-and-uses/block-1 ('be used for needs, including, but not limited to : Housing; Food; Work-related expenses; Insurance; Toiletries/household'), not enough for PRESENT; no bod"
tanf,us-wi,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-wi,tanf-s24,state regulation/manual,,,"single body mention only at us-wi/manual/2026-09-10-tanf-state-policy-manual us-wi/manual/dcf/w2/01-01-2-2-resource-specialist/block-1 ('ntify whether the applicant is in a crisis situation (e.g., homeless, victim of domestic violence, no food in the house,'), not enough for PRESENT; no body in the "
tanf,us-wi,tanf-s29,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
tanf,us-wv,tanf-s05,state regulation/manual,,,"single body mention only at us-wv/manual/2026-07-21-wv-income-maintenance-manual us-wv/manual/bfa/income-maintenance-manual/page-144 ('ng the gross, non-excluded, countable income of the AG to 100% of the Standard of Need (SON), based on the number of peo'), not enough for PRESENT; no body in the se"
tanf,us-wv,tanf-s10,state regulation/manual,,,"single body mention only at us-wv/manual/2026-07-21-wv-income-maintenance-manual us-wv/manual/bfa/income-maintenance-manual/page-458 ('....................................................... 118 4.5.2.A.2 Dependent Care Deduction .........................'), not enough for PRESENT; no body in the se"
tanf,us-wv,tanf-s18,state regulation/manual,,,"single body mention only at us-wv/manual/2026-07-21-wv-income-maintenance-manual us-wv/manual/bfa/income-maintenance-manual/page-1210 ('t and Domestic Violence, Sexual Assault, and Stalking ....35 14.9.1.C Child Under Six / Unavailable Child Care (TD) ....'), not enough for PRESENT; no body in the s"
tanf,us-wv,tanf-s21,state regulation/manual,,,"single body mention only at us-wv/manual/2026-07-21-wv-income-maintenance-manual us-wv/manual/bfa/income-maintenance-manual/page-1101 ('the Repayment Investigator (RI) in the eligibility system. EXCEPTION: Diversionary Cash Assistance and Emergency Assista'), not enough for PRESENT; no body in the s"
tanf,us-wv,tanf-s24,state regulation/manual,,,"single body mention only at us-wv/manual/2026-07-21-wv-income-maintenance-manual us-wv/manual/bfa/income-maintenance-manual/page-148 ('tic violence, sexual assault, and stalking situations by choosing the Family Violence Option included in welfare reform '), not enough for PRESENT; no body in the se"
tanf,us-wy,tanf-s05,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-11-wy-snap-manual-supersede] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Wyoming"
tanf,us-wy,tanf-s16,state regulation/manual,,,"single body mention only at us-wy/manual/2026-09-11-wy-snap-manual-supersede us-wy/manual/dfs/snap-power-policy-manual/block-1 ('ion; Receiving a POWER or Tribal TANF payment; or Participating in an on-the-job training program under WIOA or TAA whil'), not enough for PRESENT; no body in the selected"
tanf,us-wy,tanf-s18,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-11-wy-snap-manual-supersede] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Wyoming"
tanf,us-wy,tanf-s19,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-11-wy-snap-manual-supersede] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Wyoming"
tanf,us-wy,tanf-s21,state regulation/manual,,,"no body in the selected scope(s) [manual/2026-09-11-wy-snap-manual-supersede] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it; Wyoming"
tanf,us-wy,tanf-s22,state regulation/manual,,,"single body mention only at us-wy/manual/2026-09-11-wy-snap-manual-supersede us-wy/manual/dfs/snap-power-policy-manual/block-1 ('ff member who handles fiscal processes to be selected as a protective payee only when no other individual is available; '), not enough for PRESENT; no body in the selected"
tanf,us-wy,tanf-s24,state regulation/manual,,,"single body mention only at us-wy/manual/2026-09-11-wy-snap-manual-supersede us-wy/manual/dfs/snap-power-policy-manual/block-1 ('ate or other satisfactory evidence of birth in Canada Legal immigrant victim of domestic violence Any official documenta'), not enough for PRESENT; no body in the selected"
tanf,us-wy,tanf-s29,state regulation/manual,,,"single body mention only at us-wy/manual/2026-09-11-wy-snap-manual-supersede us-wy/manual/dfs/snap-power-policy-manual/block-1 ('efits. Example 2: Jane, household of 1, wins $4,000.00 gambling at a casino on February 14, 2020. Jane spends all her wi'), not enough for PRESENT; no body in the selected"
tanf,us-wy,tanf-s32,state TANF plan (state-published,,,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
ccdf,us-ak,ccdf-s01,CCDF state plan 1.1-1.2,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s02,CCDF state plan 2.2.1,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
