program,jurisdiction,element,level,family,note
tax,us-me,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.maine.gov/revenue/publications/rules
tax,us-me,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.maine.gov/revenue/publications/rules
tax,us-me,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://www.maine.gov/revenue/publications/rules
tax,us-me,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.maine.gov/revenue/publications/rules
tax,us-me,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://www.maine.gov/revenue/publications/rules
tax,us-mi,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mi-chapter-206; income-tax chapter rows: 307); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mi,S17,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mi-chapter-206; income-tax chapter rows: 307); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mi,S35,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mi-chapter-206; income-tax chapter rows: 307); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mi,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Treasury&Bureau=All
tax,us-mi,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Treasury&Bureau=All
tax,us-mi,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Treasury&Bureau=All
tax,us-mi,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Treasury&Bureau=All
tax,us-mi,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://ars.apps.lara.state.mi.us/AdminCode/DeptBureauAdminCode?Department=Treasury&Bureau=All
tax,us-mn,S14,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mn-title-142g, 2026-09-14-income-tax-chapter-us-mn-title-256p, 2026-09-14-income-tax-chapter-us-mn-title-290, 2026-09-14-ssi-state-supplement-standards; income-tax chapter rows: 237); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_source"
tax,us-mn,S22,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mn-title-142g, 2026-09-14-income-tax-chapter-us-mn-title-256p, 2026-09-14-income-tax-chapter-us-mn-title-290, 2026-09-14-ssi-state-supplement-standards; income-tax chapter rows: 237); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_source"
tax,us-mn,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mn-title-142g, 2026-09-14-income-tax-chapter-us-mn-title-256p, 2026-09-14-income-tax-chapter-us-mn-title-290, 2026-09-14-ssi-state-supplement-standards; income-tax chapter rows: 237); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_source"
tax,us-mn,S32,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-us-mn-title-142g, 2026-09-14-income-tax-chapter-us-mn-title-256p, 2026-09-14-income-tax-chapter-us-mn-title-290, 2026-09-14-ssi-state-supplement-standards; income-tax chapter rows: 237); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_source"
tax,us-mn,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.revisor.mn.gov/rules/agency/181
tax,us-mn,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.revisor.mn.gov/rules/agency/181
tax,us-mn,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://www.revisor.mn.gov/rules/agency/181
tax,us-mn,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.revisor.mn.gov/rules/agency/181
tax,us-mn,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://www.revisor.mn.gov/rules/agency/181
tax,us-mo,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-mo-143; income-tax chapter rows: 168); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mo,S13,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-mo-143; income-tax chapter rows: 168); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mo,S26,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-mo-143; income-tax chapter rows: 168); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mo,S27,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-mo-143; income-tax chapter rows: 168); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mo,S35,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-mo-143; income-tax chapter rows: 168); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-mo,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.sos.mo.gov/adrules/csr/current/12csr/12csr
tax,us-mo,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://www.sos.mo.gov/adrules/csr/current/12csr/12csr
tax,us-mo,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://www.sos.mo.gov/adrules/csr/current/12csr/12csr
tax,us-mo,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.sos.mo.gov/adrules/csr/current/12csr/12csr
tax,us-mo,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://www.sos.mo.gov/adrules/csr/current/12csr/12csr
tax,us-ms,S02,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S03,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S04,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S05,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S08,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S09,state conformity,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S10,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S11,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S13,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S14,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S15,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S16,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S17,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S24,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S27,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S30,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S31,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ms-section-27-7-5; income-tax chapter rows: 1); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ms,S32,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-central-us-ms-section-27-7-5); form body ('Form 80-100, Mississippi Individual Income Tax Instructions ', 112202 chars): 'TAXPAYER ACCESS POINT (TAP) 21 WHO MUST SIGN? 21 TAX PAYMENTS 21 INSTALLMENT AGREEMENT 21 DECLARATION OF ESTIMATED TAX 22 INTEREST AND PENALTY PROVISIONS 22 ROUND TO T"
tax,us-ms,S33,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-central-us-ms-section-27-7-5); form body ('Form 80-100, Mississippi Individual Income Tax Instructions ', 112202 chars): '-1033 WWW.DOR.MS.GOV 2 TABLE OF CONTENTS WHAT’S NEW! 3 LEGISLATIVE CHANGES 3 REMINDERS 3 FILING REQUIREMENTS 5 DO I HAVE TO FILE? 4 AM I A RESIDENT OR A NON-RESIDENT? "
tax,us-ms,S34,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-central-us-ms-section-27-7-5); form body ('Form 80-100, Mississippi Individual Income Tax Instructions ', 112202 chars): 'prorate your deductions and exemptions. Calendar year returns must be filed no later than April 15th annually. Fiscal year returns must be filed no later than the 15th"
tax,us-mt,S07,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S08,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S09,state conformity,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S10,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S11,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S16,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-mt-title-15; income-tax chapter rows: 394); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-mt,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://rules.mt.gov/api/policy-library-public/collections (ARM title 42)
tax,us-nc,S10,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S11,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S12,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S14,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S17,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S21,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S22,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S27,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S32,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,S33,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-08-03-nc-income-tax-current-union; income-tax chapter rows: 8); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-nc,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle%2017%20-%20Revenue%5CChapter%2006%20-%20Individual%20Income%20Tax
tax,us-nc,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle%2017%20-%20Revenue%5CChapter%2006%20-%20Individual%20Income%20Tax
tax,us-nc,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle%2017%20-%20Revenue%5CChapter%2006%20-%20Individual%20Income%20Tax
tax,us-nc,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle%2017%20-%20Revenue%5CChapter%2006%20-%20Individual%20Income%20Tax
tax,us-nc,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index http://reports.oah.state.nc.us/ncac.asp?folderName=%5CTitle%2017%20-%20Revenue%5CChapter%2006%20-%20Individual%20Income%20Tax
tax,us-nd,S07,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nd-title-57-38; income-tax chapter rows: 223); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nd,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nd-title-57-38; income-tax chapter rows: 223); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nd,S13,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nd-title-57-38; income-tax chapter rows: 223); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nd,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nd-title-57-38; income-tax chapter rows: 223); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nd,S26,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nd-title-57-38; income-tax chapter rows: 223); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nd,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://ndlegis.gov/agency-rules/north-dakota-administrative-code
tax,us-nd,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://ndlegis.gov/agency-rules/north-dakota-administrative-code
tax,us-nd,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index https://ndlegis.gov/agency-rules/north-dakota-administrative-code
tax,us-ne,S19,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-ne-title-77; income-tax chapter rows: 485); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ne,S20,state,state statute,the EITC section is not in any selected statute scope for this state (see S19); posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ne,S23,state,state statute,no selected statute body for this state carries it (selected statute scopes: 2026-09-14-income-tax-chapter-r2-us-ne-title-77; income-tax chapter rows: 485); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)
tax,us-ne,F01,state,state form instructions and rate schedules,no TY2025 resident return form in any selected form scope (form documents present: 2026 Nebraska Individual Estimated Income Tax Paym); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://revenue.nebraska.gov/about/legal-information/regulations
tax,us-ne,F02,state,state form instructions and rate schedules,no TY2025 resident instruction booklet in any selected form scope (form documents present: 2026 Nebraska Individual Estimated Income Tax Paym); queue row 'done' points at regulation/2026-09-14-income-tax-regulations; publisher forms index: https://revenue.nebraska.gov/about/legal-information/regulations
tax,us-ne,F03,state,state form instructions and rate schedules,no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 2); publisher forms index https://revenue.nebraska.gov/about/legal-information/regulations
tax,us-ne,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://revenue.nebraska.gov/about/legal-information/regulations
tax,us-ne,F05,state,state form instructions and rate schedules,no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index https://revenue.nebraska.gov/about/legal-information/regulations
tax,us-nj,S07,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S10,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S15,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S17,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S21,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S22,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,S35,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central-us-nj-title-54a; income-tax chapter rows: 243); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nj,R01,state,state regulation,no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher
tax,us-nj,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.nj.gov/oal/rules/accessp/
tax,us-nm,S07,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central; income-tax chapter rows: 129); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nm,S11,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central; income-tax chapter rows: 129); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nm,S13,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central; income-tax chapter rows: 129); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nm,S16,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central; income-tax chapter rows: 129); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nm,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central; income-tax chapter rows: 129); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nm,S31,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-central; income-tax chapter rows: 129); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-nm,S33,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-13-recovery, 2026-07-16-pit-central); form body ('Form PIT-1, New Mexico Personal Income Tax Return Instructio', 170997 chars): 'x meth- od • PIT-8453 for electronic filing and transmittal • RPD-41338 to waive preparer filing requirement Federal Income Tax Return The Department may require you t"
tax,us-nm,F04,state,state form instructions and rate schedules,no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index https://www.srca.nm.gov/nmac-home/nmac-titles/title-3-taxation/chapter-3-personal-income-taxes/
tax,us-ny,S07,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-05-nyc-admin-code, 2026-09-14-income-tax-chapter; income-tax chapter rows: 189); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ny,S12,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-05-nyc-admin-code, 2026-09-14-income-tax-chapter; income-tax chapter rows: 189); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ny,S22,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-05-nyc-admin-code, 2026-09-14-income-tax-chapter; income-tax chapter rows: 189); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ny,S23,state,state statute,"no selected statute body for this state carries it (selected statute scopes: 2026-06-05-nyc-admin-code, 2026-09-14-income-tax-chapter; income-tax chapter rows: 189); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)"
tax,us-ny,S32,state,state statute,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-06-05-nyc-admin-code, 2026-09-14-income-tax-chapter); form body ('Page 23', 5587 chars): 'ated tax liability for any payment period. For more information, see Form IT-2105.9, Underpayment of Estimated Tax by Individuals and Fiduciaries, and its instructions. If you owe '; posted by the state code p"
