program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
tax,us-ok,S26,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2908,68 O.S. 2908 property tax relief credit claimed on the return
tax,us-ok,S33,EXTRACTABLE,ALREADY-HELD,us-ok/statute/2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2368,68 O.S. 2368 persons required to make returns
tax,us-or,S13,EXTRACTABLE,ALREADY-HELD,us-or/statute/2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.680,ORS 316.680(2)(a) other-state obligation interest addition
tax,us-or,S21,EXTRACTABLE,ALREADY-HELD,us-or/statute/2026-07-13-recovery,us-or/statute/315.264/block-1,ORS 315.264 Oregon Kids Credit (released 2026-07-13-recovery scope) (held in the selected scope 2026-07-13-recovery)
tax,us-or,S22,EXTRACTABLE,ALREADY-HELD,us-or/statute/2026-07-13-recovery,us-or/statute/315.264/block-1,ORS 315.264 phase-out and refundability (held in the selected scope 2026-07-13-recovery)
tax,us-or,S26,EXTRACTABLE,REVIEW,us-or/statute/2026-07-16-pit-west-us-or-chapter-316,,ORS 310.630-310.706 elderly rental assistance is outside chapter 316; candidate N/A on the return; chapter held in the selected scope
tax,us-or,S35,EXTRACTABLE,REVIEW,us-or/statute/2026-07-16-pit-west-us-or-chapter-316,,Oregon has no state-authorized local income tax (Multnomah/Metro taxes are local ordinances); candidate N/A; chapter held in the selected scope
tax,us-pa,S06,EXTRACTABLE,ALREADY-HELD,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,us-pa/statute/act-1971-2/article-3/section-302,72 P.S. 7302 imposition of tax (3.07 per cent)
tax,us-pa,S10,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,Pennsylvania has no personal exemption; candidate N/A; chapter held in the selected scope
tax,us-pa,S12,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,Pennsylvania has no age/blind deduction; candidate N/A; chapter held in the selected scope
tax,us-pa,S13,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,other-state obligation interest is taxable interest under 72 P.S. 7303(a)(3); not located by pattern; chapter held in the selected scope
tax,us-pa,S15,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,Social Security is excluded by 72 P.S. 7303(a)(7)? not located by pattern; chapter held in the selected scope
tax,us-pa,S16,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,retirement income is excluded from the compensation class (72 P.S. 7301(d)); not located by pattern; chapter held in the selected scope
tax,us-pa,S17,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,active-duty military pay exclusion 72 P.S. 7301(d); not located by pattern; chapter held in the selected scope
tax,us-pa,S23,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,candidate us-pa/statute/act-1971-2/article-3/section-314.1 not found in any selected statute scope; 72 P.S. 7314.1 child and dependent care enhancement credit
tax,us-pa,S24,EXTRACTABLE,ALREADY-HELD,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,us-pa/statute/act-1971-2/article-3/section-314,72 P.S. 7314 credit for taxes paid to other states
tax,us-pa,S26,EXTRACTABLE,EXTRACTABLE,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,"Property Tax/Rent Rebate is the Senior Citizens Rebate and Assistance Act (53 P.S. 6926.1301 et seq., Act 1 of 2006 ch. 13), outside article III; carrier: pennsylvania-unconsolidated-statutes adapter"
tax,us-pa,S27,EXTRACTABLE,REVIEW,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,"article III personal credits (314, 314.1) in scope; others not located by pattern; chapter held in the selected scope"
tax,us-pa,S35,EXTRACTABLE,EXTRACTABLE,us-pa/statute/2026-07-16-pit-west-us-pa-act-1971-2-article-3,,"Local Tax Enabling Act (Act 511 of 1965, 53 P.S. 6924.101 et seq.), outside article III; carrier: pennsylvania-unconsolidated-statutes adapter act_year 1965 act_number 511"
tax,us-ri,S19,EXTRACTABLE,ALREADY-HELD,us-ri/statute/2026-07-16-pit-west-us-ri-chapter-44-30,us-ri/statute/44-30-2.6,R.I.G.L. 44-30-2.6(c)(2)(N) earned income credit
tax,us-ri,S20,EXTRACTABLE,ALREADY-HELD,us-ri/statute/2026-07-16-pit-west-us-ri-chapter-44-30,us-ri/statute/44-30-2.6,R.I.G.L. 44-30-2.6(c)(2)(N) EITC terms
tax,us-ri,S26,EXTRACTABLE,ALREADY-HELD,us-ri/statute/2026-07-16-pit-west-us-ri-chapter-44-30,us-ri/statute/44-30-2.6,R.I.G.L. 44-30-2.6(c)(2)(b) property tax relief credit (44-33 outside)
tax,us-ri,S27,EXTRACTABLE,ALREADY-HELD,us-ri/statute/2026-07-16-pit-west-us-ri-chapter-44-30,us-ri/statute/44-30-2.6,R.I.G.L. 44-30-2.6(c)(2) other credits
tax,us-sc,S07,EXTRACTABLE,ALREADY-HELD,us-sc/statute/2026-07-13-recovery,us-sc/statute/12-6-520,S.C. Code 12-6-520 bracket indexing (held in the selected scope 2026-07-13-recovery)
tax,us-sc,S12,EXTRACTABLE,ALREADY-HELD,us-sc/statute/2026-07-24-sc-act110-us-sc-title-12-chapter-6,us-sc/statute/12-6-1170,S.C. Code 12-6-1170 age-65 retirement/income deduction
tax,us-sc,S13,EXTRACTABLE,ALREADY-HELD,us-sc/statute/2026-07-24-sc-act110-us-sc-title-12-chapter-6,us-sc/statute/12-6-1120,S.C. Code 12-6-1120(1) other-state bond interest
tax,us-sc,S23,EXTRACTABLE,ALREADY-HELD,us-sc/statute/2026-07-24-sc-act110-us-sc-title-12-chapter-6,us-sc/statute/12-6-3380,S.C. Code 12-6-3380 child and dependent care credit (7%)
tax,us-sc,S26,EXTRACTABLE,REVIEW,us-sc/statute/2026-07-24-sc-act110-us-sc-title-12-chapter-6,,South Carolina has no income-tax circuit breaker; candidate N/A; chapter held in the selected scope
tax,us-sc,S31,EXTRACTABLE,EXTRACTABLE,us-sc/statute/2026-07-24-sc-act110-us-sc-title-12-chapter-6,,"withholding is S.C. Code chapter 12-8, outside chapter 12-6; carrier: south-carolina-code adapter chapter 8"
tax,us-sc,S32,EXTRACTABLE,ALREADY-HELD,us-sc/statute/2026-07-24-sc-act110-us-sc-title-12-chapter-6,us-sc/statute/12-6-3910,S.C. Code 12-6-3910 estimated tax
tax,us-ut,S14,EXTRACTABLE,ALREADY-HELD,us-ut/statute/2026-09-14-income-tax-chapter-title-59,us-ut/statute/59-10-114,Utah Code 59-10-114(2)(a) U.S. obligation interest subtraction
tax,us-ut,S16,EXTRACTABLE,ALREADY-HELD,us-ut/statute/2026-09-14-income-tax-chapter-title-59,us-ut/statute/59-10-1019,Utah Code 59-10-1019 retirement credit
tax,us-ut,S21,EXTRACTABLE,ALREADY-HELD,us-ut/statute/2026-09-14-income-tax-chapter-title-59,us-ut/statute/59-10-1018,Utah Code 59-10-1018 taxpayer tax credit (dependents); 59-10-1047 child tax credit
tax,us-ut,S22,EXTRACTABLE,ALREADY-HELD,us-ut/statute/2026-09-14-income-tax-chapter-title-59,us-ut/statute/59-10-1018,Utah Code 59-10-1018 phase-out
tax,us-ut,S26,EXTRACTABLE,REVIEW,us-ut/statute/2026-09-14-income-tax-chapter-title-59,,candidate us-ut/statute/59-2-1202 not found in any selected statute scope; Utah Code 59-2-1202 et seq. circuit breaker (title 59 scope)
tax,us-ut,S32,EXTRACTABLE,REVIEW,us-ut/statute/2026-09-14-income-tax-chapter-title-59,,candidate us-ut/statute/59-10-1207 not found in any selected statute scope; Utah Code 59-10-1207? estimated tax; 59-1-401 penalties
tax,us-va,S08,EXTRACTABLE,ALREADY-HELD,us-va/statute/2026-09-14-income-tax-chapter,us-va/statute/58.1/58.1-322.03,Va. Code 58.1-322.03(1) standard deduction
tax,us-va,S11,EXTRACTABLE,ALREADY-HELD,us-va/statute/2026-09-14-income-tax-chapter,us-va/statute/58.1/58.1-322.03,Va. Code 58.1-322.03(2) personal and dependent exemptions ($930)
tax,us-va,S16,EXTRACTABLE,ALREADY-HELD,us-va/statute/2026-09-14-income-tax-chapter,us-va/statute/58.1/58.1-322.02,Va. Code 58.1-322.02 subtractions (retirement)
tax,us-va,S19,EXTRACTABLE,ALREADY-HELD,us-va/statute/2026-09-14-income-tax-chapter,us-va/statute/58.1/58.1-339.8,Va. Code 58.1-339.8 low income / earned income credit
tax,us-va,S20,EXTRACTABLE,ALREADY-HELD,us-va/statute/2026-09-14-income-tax-chapter,us-va/statute/58.1/58.1-339.8,Va. Code 58.1-339.8 refundable EITC terms
tax,us-va,S23,EXTRACTABLE,ALREADY-HELD,us-va/statute/2026-09-14-income-tax-chapter,us-va/statute/58.1/58.1-322.03,Va. Code 58.1-322.03(11) child and dependent care deduction
tax,us-vt,S10,EXTRACTABLE,ALREADY-HELD,us-vt/statute/2026-07-16-pit-central-us-vt-title-32-chapter-151,us-vt/statute/32-5811,"32 V.S.A. 5811(21) personal exemption $4,150"
tax,us-vt,S12,EXTRACTABLE,REVIEW,us-vt/statute/2026-07-16-pit-central-us-vt-title-32-chapter-151,,Vermont has no age-65 exemption; candidate N/A; chapter held in the selected scope
tax,us-vt,S21,EXTRACTABLE,ALREADY-HELD,us-vt/statute/2026-07-16-pit-central-us-vt-title-32-chapter-151,us-vt/statute/32-5830f,32 V.S.A. 5830f Vermont child tax credit
tax,us-vt,S26,EXTRACTABLE,EXTRACTABLE,us-vt/statute/2026-07-16-pit-central-us-vt-title-32-chapter-151,,"renter credit and property tax credit are 32 V.S.A. chapter 154 (6066 et seq.), outside chapter 151; carrier: vermont-statutes adapter chapter 154"
tax,us-vt,S27,EXTRACTABLE,ALREADY-HELD,us-vt/statute/2026-07-16-pit-central-us-vt-title-32-chapter-151,us-vt/statute/32-5822,32 V.S.A. 5822(d) and 5830c credits
tax,us-wa,S19,EXTRACTABLE,EXTRACTABLE,us-wa/statute/2026-07-16-pit-central-us-wa-title-82.87,,"Working Families Tax Credit is RCW 82.08.0206, outside chapter 82.87; carrier: washington-rcw adapter chapter 82.08 (section 82.08.0206)"
tax,us-wi,S07,EXTRACTABLE,ALREADY-HELD,us-wi/statute/2026-07-16-pit-west-chapter-71,us-wi/statute/71.06,Wis. Stat. 71.06(2e) bracket indexing
tax,us-wi,S13,EXTRACTABLE,ALREADY-HELD,us-wi/statute/2026-07-16-pit-west-chapter-71,us-wi/statute/71.05,Wis. Stat. 71.05(6)(a)1 other-state bond interest addition
tax,us-wi,S25,EXTRACTABLE,ALREADY-HELD,us-wi/statute/2026-07-16-pit-west-chapter-71,us-wi/statute/71.07,Wis. Stat. 71.07(5m) working families tax credit
tax,us-wv,S11,EXTRACTABLE,ALREADY-HELD,us-wv/statute/2026-07-13-recovery,us-wv/statute/11-21-16,"W. Va. Code 11-21-16 personal exemptions ($2,000) (held in the selected scope 2026-07-13-recovery)"
tax,us-wv,S12,EXTRACTABLE,ALREADY-HELD,us-wv/statute/2026-07-16-pit-west-us-wv-chapter-11-article-21,us-wv/statute/11-21-12,W. Va. Code 11-21-12(c)(8) senior citizen modification
tax,us-wv,S23,EXTRACTABLE,ALREADY-HELD,us-wv/statute/2026-07-16-pit-west-us-wv-chapter-11-article-21,us-wv/statute/11-21-26,W. Va. Code 11-21-26 child and dependent care credit
tax,us-wv,S33,EXTRACTABLE,ALREADY-HELD,us-wv/statute/2026-07-16-pit-west-us-wv-chapter-11-article-21,us-wv/statute/11-21-51,W. Va. Code 11-21-51 returns and liabilities
tax,us-wv,S35,EXTRACTABLE,EXTRACTABLE,us-wv/statute/2026-07-16-pit-west-us-wv-chapter-11-article-21,,"municipal user fees are W. Va. Code 8-13-13, outside article 11-21; carrier: west-virginia-code adapter chapter 8"
tax,us-ar,R01,EXTRACTABLE,OUTREACH,,,"codeofarrules.arkansas.gov answers a 13 KB JavaScript shell with no rule text for the income-tax part (re-probed once 2026-09-14, HTTP 200, 11 links, 0 PDFs); DFA rules page 404"
tax,us-dc,R01,EXTRACTABLE,OUTREACH,,,"dcregs.dc.gov RuleList for 9 DCMR chapter 1 (HTTP 200, 196 KB, 199 links, 0 files) opens rule text only through __doPostBack; no GET URL (re-probed once 2026-09-14)"
tax,us-de,R01,EXTRACTABLE,ABSENT,,,"regulations.delaware.gov API title list (HTTP 200, titles 1-29) has no revenue/finance title; the Division of Revenue issues Technical Information Memoranda, not codified income-tax regulations (re-probed once 2026-09-14)"
tax,us-md,R01,EXTRACTABLE,ALREADY-HELD,us-md/regulation/2026-09-10-ssi-state-supplement-publication-2026-09-09-title-07-subtitle-03-chapters-06-07-r2026-09-14-chapter-03-title-03-subtitle-04-consolidated,us-md/regulation/title-03/subtitle-04,"COMAR 03.04 (income tax, 15 chapters, 91 regulations) is in the selected consolidated scope (107 title-03/subtitle-04 rows); the check keyed on scope names"
tax,us-nj,R01,EXTRACTABLE,OUTREACH,,,"N.J.A.C. 18:35 is published only through LexisNexis (OAL public-access page, HTTP 200); nj.gov treasury regulations page 404 (re-probed once 2026-09-14)"
tax,us-oh,R01,EXTRACTABLE,ALREADY-HELD,us-oh/regulation/2026-07-16-agency-5101-4-r2026-09-11-5101-1-5122-36-r2026-09-14-5703-7-consolidated,us-oh/regulation/agency-5703/chapter-5703-7,"OAC 5703-7 (income tax, 14 rules) is in the selected consolidated scope (16 rows); the check keyed on scope names"
tax,us-or,R01,EXTRACTABLE,ALREADY-HELD,us-or/regulation/2026-09-10-tanf-state-policy-manual-chapter-461-r2026-09-14-150-316-consolidated,us-or/regulation/chapter-150/division-316,OAR 150-316 (145 rules) is in the selected consolidated scope; the check keyed on scope names
tax,us-ut,R01,EXTRACTABLE,OUTREACH,,,adminrules.utah.gov is a JavaScript application; the public rule and search paths answer 404/empty to GET (re-probed once 2026-09-14); the R865-9I file id is only exposed in the browser
tax,us-az,F01,EXTRACTABLE,PRESENT,us-az/form/2026-09-15-income-tax-forms-ty2025,us-az/form/azdor/ty2025/form-140,new: Arizona Form 140 Resident Personal Income Tax Return (2025)
tax,us-az,F02,EXTRACTABLE,PRESENT,us-az/form/2026-09-15-income-tax-forms-ty2025,us-az/form/azdor/ty2025/form-140-instructions,new: Arizona Form 140 2025 Resident Personal Income Tax Return Instructions
tax,us-az,F03,EXTRACTABLE,PRESENT,us-az/form/2026-09-15-income-tax-forms-ty2025,us-az/form/azdor/ty2025/form-140-instructions,new: Arizona Form 140 2025 Resident Personal Income Tax Return Instructions; the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-az,F04,EXTRACTABLE,PRESENT,us-az/form/2026-09-15-income-tax-forms-ty2025,us-az/form/azdor/ty2025/form-140-instructions,new: Arizona Form 140 2025 Resident Personal Income Tax Return Instructions
tax,us-az,F05,EXTRACTABLE,PRESENT,us-az/form/2026-09-15-income-tax-forms-ty2025,us-az/form/azdor/ty2025/form-140-instructions,new: Arizona Form 140 2025 Resident Personal Income Tax Return Instructions
tax,us-ca,F01,EXTRACTABLE,PRESENT,us-ca/form/2026-09-15-income-tax-forms-ty2025,us-ca/form/ftb/ty2025/form-540,new: 2025 Form 540 California Resident Income Tax Return
tax,us-ca,F02,EXTRACTABLE,PRESENT,us-ca/form/2026-09-15-income-tax-forms-ty2025,us-ca/form/ftb/ty2025/form-540-booklet,"new: 2025 Personal Income Tax Booklet, California 540 Forms & Instructions"
tax,us-ca,F04,EXTRACTABLE,PRESENT,us-ca/form/2026-09-15-income-tax-forms-ty2025,us-ca/form/ftb/ty2025/form-540-booklet,"new: 2025 Personal Income Tax Booklet, California 540 Forms & Instructions"
tax,us-ca,F05,EXTRACTABLE,PRESENT,us-ca/form/2026-09-15-income-tax-forms-ty2025,us-ca/form/ftb/ty2025/form-540-booklet,"new: 2025 Personal Income Tax Booklet, California 540 Forms & Instructions"
tax,us-ct,F01,EXTRACTABLE,PRESENT,us-ct/form/2026-09-15-income-tax-forms-ty2025,us-ct/form/drs/ty2025/ct-1040,new: Form CT-1040 Connecticut Resident Income Tax Return (2025)
tax,us-ct,F02,EXTRACTABLE,PRESENT,us-ct/form/2026-09-15-income-tax-forms-ty2025,us-ct/form/drs/ty2025/ct-1040-instructions,new: 2025 Form CT-1040 Connecticut Resident Income Tax Return Instructions (Rev. 12/25)
tax,us-ct,F03,EXTRACTABLE,PRESENT,us-ct/form/2026-09-15-income-tax-forms-ty2025,us-ct/form/drs/ty2025/ct-1040-tcs,new: Form CT-1040 TCS 2025 Tax Calculation Schedule
tax,us-ct,F04,EXTRACTABLE,PRESENT,us-ct/form/2026-09-15-income-tax-forms-ty2025,us-ct/form/drs/ty2025/ct-1040-instructions,new: 2025 Form CT-1040 Connecticut Resident Income Tax Return Instructions (Rev. 12/25)
tax,us-ct,F05,EXTRACTABLE,PRESENT,us-ct/form/2026-09-15-income-tax-forms-ty2025,us-ct/form/drs/ty2025/ct-1040-instructions,new: 2025 Form CT-1040 Connecticut Resident Income Tax Return Instructions (Rev. 12/25)
tax,us-hi,F01,EXTRACTABLE,PRESENT,us-hi/form/2026-09-15-income-tax-forms-ty2025,us-hi/form/dotax/ty2025/form-n-11,"new: Form N-11 Hawaii Individual Income Tax Return, Resident (Rev. 2025)"
tax,us-hi,F03,EXTRACTABLE,PRESENT,us-hi/form/2026-09-15-income-tax-forms-ty2025,us-hi/form/dotax/ty2025/tax-tables,"new: 2025 Tax Tables, taxable income of less than $100,000 (from the N-11 booklet)"
tax,us-hi,F04,EXTRACTABLE,PRESENT,us-hi/form/2026-09-15-income-tax-forms-ty2025,us-hi/form/dotax/ty2025/form-n-11-instructions,"new: 2025 N-11 Instructions, Hawaii Resident Income Tax (Rev. 2025)"
tax,us-hi,F05,EXTRACTABLE,PRESENT,us-hi/form/2026-09-15-income-tax-forms-ty2025,us-hi/form/dotax/ty2025/form-n-11-instructions,"new: 2025 N-11 Instructions, Hawaii Resident Income Tax (Rev. 2025)"
tax,us-il,F01,EXTRACTABLE,PRESENT,us-il/form/2026-09-15-income-tax-forms-ty2025,us-il/form/idor/ty2025/form-il-1040,new: 2025 Form IL-1040 Individual Income Tax Return
tax,us-il,F02,EXTRACTABLE,PRESENT,us-il/form/2026-09-15-income-tax-forms-ty2025,us-il/form/idor/ty2025/form-il-1040-instructions,new: 2025 Form IL-1040 Instructions
tax,us-il,F03,EXTRACTABLE,PRESENT,us-il/form/2026-09-15-income-tax-forms-ty2025,us-il/form/idor/ty2025/form-il-1040-instructions,new: 2025 Form IL-1040 Instructions; the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-il,F04,EXTRACTABLE,PRESENT,us-il/form/2026-09-15-income-tax-forms-ty2025,us-il/form/idor/ty2025/form-il-1040-instructions,new: 2025 Form IL-1040 Instructions
tax,us-il,F05,EXTRACTABLE,PRESENT,us-il/form/2026-09-15-income-tax-forms-ty2025,us-il/form/idor/ty2025/form-il-1040-instructions,new: 2025 Form IL-1040 Instructions
tax,us-ks,F01,EXTRACTABLE,PRESENT,us-ks/form/2026-09-15-income-tax-forms-ty2025,us-ks/form/kdor/ty2025/form-k-40,new: K-40 2025 Kansas Individual Income Tax
tax,us-ks,F02,EXTRACTABLE,PRESENT,us-ks/form/2026-09-15-income-tax-forms-ty2025,us-ks/form/kdor/ty2025/individual-income-tax-instruction-booklet,new: 2025 Individual Income Tax Instruction Booklet (K-40 instructions and tax tables)
tax,us-ks,F03,EXTRACTABLE,PRESENT,us-ks/form/2026-09-15-income-tax-forms-ty2025,us-ks/form/kdor/ty2025/individual-income-tax-instruction-booklet,new: 2025 Individual Income Tax Instruction Booklet (K-40 instructions and tax tables); the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-ks,F04,EXTRACTABLE,PRESENT,us-ks/form/2026-09-15-income-tax-forms-ty2025,us-ks/form/kdor/ty2025/individual-income-tax-instruction-booklet,new: 2025 Individual Income Tax Instruction Booklet (K-40 instructions and tax tables)
tax,us-ks,F05,EXTRACTABLE,PRESENT,us-ks/form/2026-09-15-income-tax-forms-ty2025,us-ks/form/kdor/ty2025/individual-income-tax-instruction-booklet,new: 2025 Individual Income Tax Instruction Booklet (K-40 instructions and tax tables)
tax,us-la,F01,EXTRACTABLE,PRESENT,us-la/form/2026-09-15-income-tax-forms-ty2025,us-la/form/ldr/ty2025/form-it-540,"new: 2025 Louisiana Resident Income Tax Return, Form IT-540 (web, 2D barcode)"
tax,us-la,F02,EXTRACTABLE,PRESENT,us-la/form/2026-09-15-income-tax-forms-ty2025,us-la/form/ldr/ty2025/form-it-540-instructions,"new: 2025 Louisiana Resident Income Tax Return Instructions, Form IT-540 (revised 7/26)"
tax,us-la,F03,EXTRACTABLE,PRESENT,us-la/form/2026-09-15-income-tax-forms-ty2025,us-la/form/ldr/ty2025/form-it-540-instructions,"new: 2025 Louisiana Resident Income Tax Return Instructions, Form IT-540 (revised 7/26); the tax table / rate schedule is printed inside this document (no separate product on the index)"
tax,us-la,F04,EXTRACTABLE,PRESENT,us-la/form/2026-09-15-income-tax-forms-ty2025,us-la/form/ldr/ty2025/form-it-540-instructions,"new: 2025 Louisiana Resident Income Tax Return Instructions, Form IT-540 (revised 7/26)"
tax,us-la,F05,EXTRACTABLE,PRESENT,us-la/form/2026-09-15-income-tax-forms-ty2025,us-la/form/ldr/ty2025/form-it-540-instructions,"new: 2025 Louisiana Resident Income Tax Return Instructions, Form IT-540 (revised 7/26)"
tax,us-ma,F01,EXTRACTABLE,PRESENT,us-ma/form/2026-09-15-income-tax-forms-ty2025,us-ma/form/dor/ty2025/form-1,new: 2025 Form 1 Massachusetts Resident Income Tax Return
tax,us-ma,F02,EXTRACTABLE,PRESENT,us-ma/form/2026-09-15-income-tax-forms-ty2025,us-ma/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Massachusetts Resident Income Tax"
tax,us-ma,F03,EXTRACTABLE,PRESENT,us-ma/form/2026-09-15-income-tax-forms-ty2025,us-ma/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Massachusetts Resident Income Tax; the tax table / rate schedule is printed inside this document (no separate product on the index)"
tax,us-ma,F04,EXTRACTABLE,PRESENT,us-ma/form/2026-09-15-income-tax-forms-ty2025,us-ma/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Massachusetts Resident Income Tax"
tax,us-ma,F05,EXTRACTABLE,PRESENT,us-ma/form/2026-09-15-income-tax-forms-ty2025,us-ma/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Massachusetts Resident Income Tax"
tax,us-me,F01,EXTRACTABLE,PRESENT,us-me/form/2026-09-15-income-tax-forms-ty2025,us-me/form/mrs/ty2025/form-1040me,new: 2025 Form 1040ME Maine Individual Income Tax
tax,us-me,F02,EXTRACTABLE,PRESENT,us-me/form/2026-09-15-income-tax-forms-ty2025,us-me/form/mrs/ty2025/form-1040me-general-instructions,new: 2025 Form 1040ME General Instructions (with cover page)
tax,us-me,F03,EXTRACTABLE,PRESENT,us-me/form/2026-09-15-income-tax-forms-ty2025,us-me/form/mrs/ty2025/tax-tables,new: 2025 Maine Income Tax Table
tax,us-me,F04,EXTRACTABLE,PRESENT,us-me/form/2026-09-15-income-tax-forms-ty2025,us-me/form/mrs/ty2025/form-1040me-general-instructions,new: 2025 Form 1040ME General Instructions (with cover page)
tax,us-me,F05,EXTRACTABLE,PRESENT,us-me/form/2026-09-15-income-tax-forms-ty2025,us-me/form/mrs/ty2025/form-1040me-general-instructions,new: 2025 Form 1040ME General Instructions (with cover page)
tax,us-mi,F01,EXTRACTABLE,PRESENT,us-mi/form/2026-09-15-income-tax-forms-ty2025,us-mi/form/treasury/ty2025/form-mi-1040,new: 2025 MI-1040 Michigan Individual Income Tax Return
tax,us-mi,F02,EXTRACTABLE,PRESENT,us-mi/form/2026-09-15-income-tax-forms-ty2025,us-mi/form/treasury/ty2025/mi-1040-book,new: 2025 Michigan Individual Income Tax Forms and Instructions (MI-1040 Book)
tax,us-mi,F03,EXTRACTABLE,PRESENT,us-mi/form/2026-09-15-income-tax-forms-ty2025,us-mi/form/treasury/ty2025/mi-1040-book,new: 2025 Michigan Individual Income Tax Forms and Instructions (MI-1040 Book); the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-mi,F04,EXTRACTABLE,PRESENT,us-mi/form/2026-09-15-income-tax-forms-ty2025,us-mi/form/treasury/ty2025/mi-1040-book,new: 2025 Michigan Individual Income Tax Forms and Instructions (MI-1040 Book)
tax,us-mi,F05,EXTRACTABLE,PRESENT,us-mi/form/2026-09-15-income-tax-forms-ty2025,us-mi/form/treasury/ty2025/mi-1040-book,new: 2025 Michigan Individual Income Tax Forms and Instructions (MI-1040 Book)
tax,us-mn,F01,EXTRACTABLE,PRESENT,us-mn/form/2026-09-15-income-tax-forms-ty2025,us-mn/form/department-of-revenue/ty2025/form-m1,"new: 2025 Form M1, Minnesota Individual Income Tax"
tax,us-mn,F02,EXTRACTABLE,PRESENT,us-mn/form/2026-09-15-income-tax-forms-ty2025,us-mn/form/department-of-revenue/ty2025/form-m1-instructions,new: 2025 Minnesota Individual Income Tax Instructions (Form M1)
tax,us-mn,F03,EXTRACTABLE,PRESENT,us-mn/form/2026-09-15-income-tax-forms-ty2025,us-mn/form/department-of-revenue/ty2025/form-m1-instructions,new: 2025 Minnesota Individual Income Tax Instructions (Form M1); the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-mn,F04,EXTRACTABLE,PRESENT,us-mn/form/2026-09-15-income-tax-forms-ty2025,us-mn/form/department-of-revenue/ty2025/form-m1-instructions,new: 2025 Minnesota Individual Income Tax Instructions (Form M1)
tax,us-mn,F05,EXTRACTABLE,PRESENT,us-mn/form/2026-09-15-income-tax-forms-ty2025,us-mn/form/department-of-revenue/ty2025/form-m1-instructions,new: 2025 Minnesota Individual Income Tax Instructions (Form M1)
tax,us-mo,F01,EXTRACTABLE,PRESENT,us-mo/form/2026-09-15-income-tax-forms-ty2025,us-mo/form/dor/ty2025/form-mo-1040,"new: 2025 Form MO-1040 Individual Income Tax Return, Long Form (fillable calculating)"
tax,us-mo,F02,EXTRACTABLE,PRESENT,us-mo/form/2026-09-15-income-tax-forms-ty2025,us-mo/form/dor/ty2025/form-mo-1040-instructions,new: 2025 Form MO-1040 Individual Income Tax Long Form Instructions
tax,us-mo,F03,EXTRACTABLE,PRESENT,us-mo/form/2026-09-15-income-tax-forms-ty2025,us-mo/form/dor/ty2025/tax-chart,new: 2025 Tax Chart (Missouri individual income tax)
tax,us-mo,F04,EXTRACTABLE,PRESENT,us-mo/form/2026-09-15-income-tax-forms-ty2025,us-mo/form/dor/ty2025/form-mo-1040-instructions,new: 2025 Form MO-1040 Individual Income Tax Long Form Instructions
tax,us-mo,F05,EXTRACTABLE,PRESENT,us-mo/form/2026-09-15-income-tax-forms-ty2025,us-mo/form/dor/ty2025/form-mo-1040-instructions,new: 2025 Form MO-1040 Individual Income Tax Long Form Instructions
tax,us-nc,F01,EXTRACTABLE,PRESENT,us-nc/form/2026-09-15-income-tax-forms-ty2025,us-nc/form/ncdor/ty2025/form-d-400,new: 2025 Form D-400 North Carolina Individual Income Tax Return (web-fill version)
tax,us-nc,F02,EXTRACTABLE,PRESENT,us-nc/form/2026-09-15-income-tax-forms-ty2025,us-nc/form/ncdor/ty2025/form-d-401-instructions,new: 2025 Form D-401 North Carolina Individual Income Tax Instructions
