jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,tanf-f-usc-601,federal,federal statute,EXTRACTABLE,,,no,42 U.S.C. 601 Purpose of Title IV-A; no individual entitlement: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions
us,tanf-f-usc-602,federal,federal statute,EXTRACTABLE,,,no,"42 U.S.C. 602 Eligible States; State plan contents (602(a)(1)-(7)), certifications, public comment, 3-year renewal: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions"
us-mo,tanf-s06,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0315-020-00/block-1,yes,heading='0315.020.00 CARS Repayment Agreement – DSS Manuals' | 4 body matches | . Temporary Assistance benefits will be reduced based upon 10% of the maximum benefit amount for the household size with zero income. EXAMPLE: EU consists
us-mo,tanf-s07,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0210-010-05-185/block-1,yes,heading='0210.010.05 185 Percent Income Eligibility Limit – DSS Manuals' | heading match | 0210.010.05 185 Percent Income Eligibility Limit – DSS Manuals
us-mo,tanf-s08,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0210-015-30-10-30/block-1,yes,heading='0210.015.30.10 $30 Plus 1/3 Disregard – DSS Manuals' | heading match | 0210.015.30.10 $30 Plus 1/3 Disregard – DSS Manuals
us-mo,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0205-055-00/block-1,partial,heading='0205.055.00 Assignment of Support Rights – DSS Manuals' | heading match | 0205.055.00 Assignment of Support Rights – DSS Manuals
us-mo,tanf-s10,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0280-010-00/block-1,yes,heading='0280.010.00 Work Related Expense – DSS Manuals' | heading match | 0280.010.00 Work Related Expense – DSS Manuals
us-mo,tanf-s11,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"single body mention only at us-mo/manual/2026-09-10-tanf-state-policy-manual us-mo/manual/dss/tanf/0205-005-00/block-1 ('13 CSR 40-3.2.310 provides for a resource limit of $1,000 for applicant families, and $5,000 for participant families'), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-mo,tanf-s12,state,state regulation/manual,REVIEW,,,partial,"single body mention only at us-mo/manual/2026-09-10-tanf-state-policy-manual us-mo/manual/dss/tanf/0205-005-25-05/block-1 ('Automobile is defined as a passenger car or other motor vehicle used to provide transportation of goods or persons. Excl'), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-mo,tanf-s13,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0220-010-05/block-1,yes,"heading='0220.010.05 Cash Payment Policy – DSS Manuals' | 6 body matches | r the month in which the 30th day occurs, issue Retroactive Payments. Prorate any payment made for the month of application from the date of applic"
us-mo,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0205-075-45/block-1,no,heading='0205.075.45 Application Process After the Forty-Five (45) Month Lifetime Limit H' | heading match | 0205.075.45 Application Process After the Forty-Five (45) Month Lifetime Limit Has Been Reached – DSS Manuals
us-mo,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0255-005-00/block-1,partial,heading='0255.005.00 Individuals Exempt From Participating in Work Activities – DSS Manua' | heading match | 0255.005.00 Individuals Exempt From Participating in Work Activities – DSS Manuals
us-mo,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0275-045-00/block-1,no,heading='0275.045.00 Community Service Program – DSS Manuals' | heading match | 0275.045.00 Community Service Program – DSS Manuals
us-mo,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0295-025-00/block-1,partial,heading='0295.025.00 Sanctions – DSS Manuals' | heading match | 0295.025.00 Sanctions – DSS Manuals
us-mo,tanf-s18,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0275-040-25/block-1,no,"heading='0275.040.25 Work Participation Hourly Requirements – DSS Manuals' | 2 body matches | P or Community Service. Diane and Jim is a two-parent household with children under 6, receiving federally-funded childcare. Together they are required to participate 55 hours; 50 of these are"
us-mo,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0265-000-00/block-1,no,heading='0265.000.00 Individual Employment Plan (IEP) – DSS Manuals' | heading match | 0265.000.00 Individual Employment Plan (IEP) – DSS Manuals
us-mo,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0210-005-30/block-1,partial,heading='0210.005.30 Minor Parent Lives With Parent(s) – DSS Manuals' | heading match | 0210.005.30 Minor Parent Lives With Parent(s) – DSS Manuals
us-mo,tanf-s21,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/2042-025-00/block-1,no,heading='0242.025.00 Ineligibility for TA Cash Benefits Due to TA Diversion Payment – DSS' | heading match | 0242.025.00 Ineligibility for TA Cash Benefits Due to TA Diversion Payment – DSS Manuals
us-mo,tanf-s22,federal_with_state_option,state regulation/manual,REVIEW,,,partial,"single body mention only at us-mo/manual/2026-09-10-tanf-state-policy-manual us-mo/manual/dss/tanf/0205-075-10/block-1 ('s Individual with a drug conviction Individual who is a fleeing felon Payee Only An adult who is an ineligible alien'), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-mo,tanf-s23,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0205-030-05/block-1,no,heading='0205.030.05 Temporary Absence – DSS Manuals' | heading match | 0205.030.05 Temporary Absence – DSS Manuals
us-mo,tanf-s24,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0262-005-05/block-1,no,heading='0262.005.05 Guidelines for Case Managing Victims of Domestic Violence – DSS Manu' | heading match | 0262.005.05 Guidelines for Case Managing Victims of Domestic Violence – DSS Manuals
us-mo,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0205-075-45/block-1,no,heading='0205.075.45 Application Process After the Forty-Five (45) Month Lifetime Limit H' | heading match | 0205.075.45 Application Process After the Forty-Five (45) Month Lifetime Limit Has Been Reached – DSS
us-mo,tanf-s26,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0240-020-05/block-1,no,heading='0240.020.05 TANF Drug Testing Process Administrative Hearing – DSS Manuals' | heading match | 0240.020.05 TANF Drug Testing Process Administrative Hearing – DSS Manuals
us-mo,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0230-010-00/block-1,no,heading='0230.010.00 Overpayments – Wage Supplementation – DSS Manuals' | heading match | 0230.010.00 Overpayments – Wage Supplementation – DSS Manuals
us-mo,tanf-s28,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0245-010-00/block-1,no,"heading='0245.010.00 TEB Eligibility – DSS Manuals' | 6 body matches | TEB. Parent is disqualified for Temporary Assistance due to being a fugitive felon, a drug related felony conviction or fraudulent receipt of assistance"
us-mo,tanf-s29,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0203-040-00/block-1,no,"heading='0203.040.00 Temporary Assistance Program Explanation/Orientation – DSS Manuals' | 6 body matches | o be used to meet the needs of the children, and benefits accessed at prohibited locations must be paid back Restrictions on using the Electronic Benefit Tran"
us-mo,tanf-s30,federal_with_state_option,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0280-000-00/block-1,no,heading='0280.000.00 Supportive Services – DSS Manuals' | heading match | 0280.000.00 Supportive Services – DSS Manuals
us-mo,tanf-s31,state,state regulation/manual,PRESENT,us-mo/manual/2026-09-10-tanf-state-policy-manual,us-mo/manual/dss/tanf/0210-015-05/block-1,yes,"heading='0210.015.05 Sources of Earned, Unearned, and Educational Income – DSS Manuals' | 6 body matches | : If an EU member pays the child care income to another EU member the income is excluded earned income. Enter the income as usual, but prompt out for the EU m"
us-mo,tanf-s32,federal_with_state_option,state TANF plan (state-published,REVIEW,,,no,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
us-ms,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-952,partial,"heading='Page 954' | 13 body matches | ipient at the time of overpayment, recoupment will be enforced on the assistance unit whether or not that individual continues as payee. EXAMPLE: Grandmoth"
us-ms,tanf-s02,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"single body mention only at us-ms/manual/2026-09-10-tanf-state-policy-manual us-ms/manual/mdhs/tanf/volume-iii/page-469 ('ls are considered children for purposes of this provision if they are dependent children under age 18 in the TANF case. '), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ms,tanf-s03,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-160,no,"heading='Page 160' | 9 body matches | d emergency situations, the TANF benefit is issued in the name of the caretaker relative. This individual is also referred to as the grantee relative, PI or p"
us-ms,tanf-s04,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-970,partial,heading='Page 972' | 20 body matches | DEFINITION OF A REFUGEE Applicants who meet certain criteria are eligible for Refugee Cash As
us-ms,tanf-s05,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-471,yes,"heading='Page 471' | 5 body matches | l budget results in a surplus, the worker will: b. Determine the 100% need standard for the number of individuals coded IN in the MAVERICS case; i.e., th"
us-ms,tanf-s06,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-459,yes,"heading='Page 459' | 4 body matches | he net income from the requirements of the budget group. 2. The legal maximum benefit set by the State Legislature. 3. The percentage, or ratable, reductio"
us-ms,tanf-s07,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-449,yes,"heading='Page 449' | 3 body matches | d s total gross monthly income, earned and unearned, meets or exceeds 185% of the need standard for the household size at the time of their curr"
us-ms,tanf-s08,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-463,yes,heading='Page 463' | 5 body matches | find employment in the 60th month will not be eligible for any of the earned income disregards. • If the individual loses the employment during the disregard period
us-ms,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-278,partial,"heading='Page 278' | 14 body matches | er 19, Support of Natural Children, mandates that the State operate a Child Support Enforcement Program and that receipt of TANF benefits is conditional upon the coo"
us-ms,tanf-s10,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-766,yes,"heading='Page 768' | 3 body matches | through May 31, 2012, and will be obsolete effective June 1, 2012) 4. Work-Related Expense Items/Services ................................................. up t"
us-ms,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-404,yes,"heading='Page 404' | 2 body matches | Industrial vehicles, i.e., heavy haulers, pulpwood trucks, etc., are countable resources unless used for income-producing purposes over 50 percent of the time"
us-ms,tanf-s12,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-29,partial,heading='Page 29' | 2 body matches | sippi Department of Employment Security (MDES) and the Tax Commission/Motor Vehicle registry and National Directory of New Hires (NDHS). • Exchange of in
us-ms,tanf-s13,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-459,yes,"heading='Page 459' | 14 body matches | 1. The budgetary deficit, which is secured by subtracting the net income from the requirements"
us-ms,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-182,no,heading='Page 182' | 8 body matches | Revised 09-01-17 must be sent to close a TANF case based on the 60-month lifetime time limit. Workers should be aware that the TANF time limit counters
us-ms,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-635,partial,heading='Page 637' | 13 body matches | tory Participation 9302 Satisfactory Participation in a TWP Component/Work Activity 9304 Unsatisfactory Participation Volume III | Chapter 9 9 Revised 1
us-ms,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-619,no,heading='Page 620' | 8 body matches | ll TWP policies and procedures. TWP activities are defined as Core or Non-Core activities as outlined below: 1. Core Activities (8) – are allowable work activi
us-ms,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-271,partial,heading='Page 271' | 16 body matches | SANCTION FOR NONCOMPLIANCE If the caretaker relative fails to respond to the A
us-ms,tanf-s18,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-ms/manual/2026-09-10-tanf-state-policy-manual us-ms/manual/mdhs/tanf/volume-iii/page-370 ('eceive a weekly needs 4111 Volume III | Chapter 4 based payment for child care for children under six years old.'), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ms,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-191,no,heading='Page 191' | 3 body matches | ent to have applicants for and recipients of public assistance sign a personal responsibility contract acknowledging their responsibility to the State. REQUIREMENTS The MDH
us-ms,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-321,partial,heading='Page 321' | 7 body matches | RAM] 11-01-17 Volume III | Chapter 3Volume III | Chapter 3 Revised Teen Parents Teen parents must stay in school until high school graduation or com
us-ms,tanf-s21,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-ms/manual/2026-09-10-tanf-state-policy-manual us-ms/manual/mdhs/tanf/volume-iii/page-88 ('TANF-UP) Revised 11-01-1710-01-21 Page Subject 2027 TANF UP-FRONT DIVERSION PROGRAM (UD) 2027 TANF WORK PROGRAM (TWP) 20'), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ms,tanf-s22,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-842,partial,heading='Page 844' | 10 body matches | Volume III | Chapter 10 Child Only Cases for Non Needy Caretaker Relatives A TANF child only case in whi
us-ms,tanf-s23,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-242,no,heading='Page 242' | 3 body matches | IA: RESIDENCE] Revised 08-01-06 GENERAL The state has no durational residency requirement for determining eligibility for assistance. Durational residency refe
us-ms,tanf-s24,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-301,no,"heading='Page 301' | 3 body matches | use; or ∙ neglect or deprivation of medical care. In order to claim a domestic violence exemption, the electronic case record must be documented to show that the domes"
us-ms,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-391,no,"heading='Page 391' | 20 body matches | 4255 Volume III | Chapter 4 MISSISSIPPI INCOME: INCOME AND ELIGIBILITY VERIFICATION SYSTEM (IEVS) For additional information regarding MAVERICS, refer t"
us-ms,tanf-s26,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-924,no,heading='Page 926' | 10 body matches | If the county office received the hearing request directly from the claimant prior to it being received by Administrati
us-ms,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-487,no,"heading='Page 487' | 13 body matches | the obligation) to determine the excess current payment amount, any unrecovered assistance payments (TANF and/or AFDC) from prior benefit months will also be re"
us-ms,tanf-s28,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-481,no,"heading='Page 481' | 2 body matches | cipation code of DF and their income will be counted in the budget. A fleeing felon, individuals convicted of Federal aggragated sexual abuse, murder, se"
us-ms,tanf-s29,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-568,no,"heading='Page 568' | 5 body matches | Machine (ATM) or Point-of-Sale (POS) device physically located in: • Liquor stores. Also known as package stores, such establishments sell, either exclu"
us-ms,tanf-s30,federal_with_state_option,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-768,no,heading='Page 770' | 8 body matches | | Chapter 10 10003 MISSISSIPPI [TANF WORK PROGRAM-PAYMENT PROCESS: SUPPORTIVE SERVICES] Revised 04-01-12 • A106-TANF Time Limit Counter Information; • A807
us-ms,tanf-s31,state,state regulation/manual,PRESENT,us-ms/manual/2026-09-10-tanf-state-policy-manual,us-ms/manual/mdhs/tanf/volume-iii/page-355,yes,heading='Page 355' | 9 body matches | LUMP SUM PAYMENTS Income Versus Resources Income must be distinguished from resources
us-ms,tanf-s32,federal_with_state_option,state TANF plan (state-published,REVIEW,,,no,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
us-mt,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/201-1/page-1,partial,"heading='Page 1' | 17 body matches | TANF 201-1 Filing/Assistance Unit Supersedes: TANF 201-1 (1/1/18) Reference: ARM 37.78.206, .207, .208,"
us-mt,tanf-s02,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/305-1/page-1,yes,"heading='Page 1' | 2 body matches | w: TANF cash assistance is provided to a family with a minor child. A minor child is an individual under age 18, or if age 18 is attending secondary school or an equivalent level pr"
us-mt,tanf-s03,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/1101-2/page-1,no,heading='Page 1' | 11 body matches | TANF 1101-2 Working Caretaker Relative Child Care Supersedes: TANF 1101-2 (11/1/18) Reference: 45 CFR Part 9
us-mt,tanf-s04,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/301-2/page-1,partial,"heading='Page 1' | 4 body matches | 58303; PL 104-193; PL 105­ 306; PL 117-43; 45 CFR 400; 45 CFR 233.50; PRWORA Section 421(a); PL 117-128, TANF-ACF-PI-2021-06. Overview: If an indi"
us-mt,tanf-s05,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/0-4/page-14,yes,heading='Page 14' | 2 body matches | ble instrument may or may not involve the loan of money or goods. NET MONTHLY INCOME STANDARDS--Need Standard for each size filing/assistance unit. NET PROFIT--Gros
us-mt,tanf-s06,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/604-1/page-2,yes,"heading='Page 2' | 4 body matches | net countable income must be equal to or below the Benefit Standard. PAYMENT STANDARD: If the household passed the GMI test and the Benefit Standard, and t"
us-mt,tanf-s07,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/604-1/page-1,yes,heading='Page 1' | 7 body matches | TANF 604-1 Income Tests and Grant Calculations Supersedes: TANF 603-1 (1/1/12) Reference: ARM
us-mt,tanf-s08,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/602-1/page-1,yes,heading='Page 1' | 7 body matches | for the household's size. There are two types of income disregards - earned income disregards and an obligated income disregard. Earned income disregards take into
us-mt,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/306-1/page-2,partial,"heading='Page 2' | 6 body matches | ed/potential father in the household, even if he is receiving TANF, a child support referral must be completed on him as well as on the spouse. This will allow CS"
us-mt,tanf-s10,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/602-1/page-2,yes,"heading='Page 2' | 7 body matches | Dependent care expenses, up to $200 per month, based on the amount the wage earner is obliga"
us-mt,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/401-1/page-1,yes,"heading='Page 1' | 6 body matches | ces, even if they are excluded per policy, must be entered on CHIMES. Countable resources cannot exceed $3,000; regardless of family size. RESOURCE VALUE: The"
us-mt,tanf-s12,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/403-1/page-2,partial,heading='Page 2' | 2 body matches | he eligibility determination: 1. Vehicles considered inaccessible; 2. One vehicle being used as a home; 3. Vehicles whose primary use is to produce inc
us-mt,tanf-s13,state,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/0-4/page-6,yes,heading='Page 6' | 3 body matches | tment of Public Health & Human Services DOR Department of Revenue DRA Deficit Reduction Act of 2005 DEEMING--A budgeting process which considers a
us-mt,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/801-1/page-1,no,heading='Page 1' | 5 body matches | Overview: Cash assistance may be provided to eligible families for a 60-month lifetime limit. Once an adult or minor parent reaches the maximum state or fed
us-mt,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/0-4/page-16,partial,heading='Page 16' | 3 body matches | accepted in a judicial proceeding as establishing the truth. PRIMARY WORK ACTIVITY—Work activities that count toward any or all hours of participation.
us-mt,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/0-4/page-21,no,heading='Page 21' | 2 body matches | d/or family counts in the calculation of the work participation rate. WORK EXPERIENCE PLACEMENT-- Work activity that provides an individual with an opportunity to ac
us-mt,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/710-1/page-2,partial,heading='Page 2' | 13 body matches | 1st 1-month penalty period Sanctioned individual(s) 2nd 1-month ineligibility period Total household 3rd
us-mt,tanf-s18,federal_with_state_option,state regulation/manual,REVIEW,,,no,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-mt,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/0-4/page-17,no,"heading='Page 17' | 2 body matches | ount. RE-ENGAGEMENT-- Process used to reconnect the client with their Employability Plan/Service Plan, goals and steps need to address self-sufficiency and ad"
us-mt,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/304-1/page-1,partial,heading='Page 1' | 12 body matches | TANF 304-1 Teen/Minor Parent Living Arrangement Supersedes: TANF 305-1 (1/1/07); TANF 304-1 (1/1/1
us-mt,tanf-s21,federal_with_state_option,state regulation/manual,REVIEW,,,no,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-mt,tanf-s22,federal_with_state_option,state regulation/manual,PRESENT,us-mt/manual/2026-09-10-tanf-state-policy-manual,us-mt/manual/dphhs/tanf/1101-2/page-1,partial,heading='Page 1' | 3 body matches | s with child care costs for specified caretaker relatives who receive child-only TANF grants when child care is needed for the child(ren) receiving TA
