jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-dc,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 23 provisions in District of Columbia's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: reserved_or_repealed_section (1 of 1 not taken); index https://dcregs.dc.gov/Common/DCMR/ChapterList.aspx?TitleNum=29"
us-de,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 146 provisions in Delaware's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_dssm_medicaid_chapter (6 of 6 not taken); index https://regulations.delaware.gov/AdminCode/title16"
us-fl,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1059 provisions in Florida's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-ga,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1964 provisions in Georgia's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: toc_page_html (6 of 6 not taken); pdf_export (1 of 1 not taken); mt_cover_letter_pdf (169 of 169 not taken); section_already_in_us_ga_ssp_manual_scope (1 of 1 not taken); index https://pamms.dhs.ga.gov/dfcs/medicaid/"
us-hi,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 786 provisions in Hawaii's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: in_chip_scope (2 of 2 not taken); repealed_chapter (27 of 27 not taken); dead_index_link (2 of 2 not taken); index https://humanservices.hawaii.gov/admin-rules-2/admin-rules-for-programs/"
us-ia,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1278 provisions in Iowa's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: title_8_omnibus_pdf (1 of 1 not taken); other_title_chapter_or_appendix_pdf (71 of 71 not taken); other_title_omnibus_pdf (2 of 2 not taken); index https://hhs.iowa.gov/about/policy-manuals/income-maintenance"
us-id,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 357 provisions in Idaho's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: medicaid_eligibility_rule_pdf (2 of 2 not taken); other_title_16_rule_pdf (19 of 19 not taken); index https://adminrules.idaho.gov/current-rules/"
us-il,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 7700 provisions in Illinois's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-in,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 648 provisions in Indiana's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: combined_manual_pdf (1 of 1 not taken); transmittal_pdf (12 of 12 not taken); index https://www.in.gov/fssa/ompp/forms-documents-and-tools/medicaid-eligibility-policy-manual/"
us-ks,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 632 provisions in Kansas's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: mkeesm_prior_edition_link (47 of 47 not taken); index https://www.kancare.ks.gov/data-policy/policy/eligibility/manuals"
us-ky,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 502 provisions in Kentucky's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_program_volume_pdf (10 of 10 not taken); index https://www.chfs.ky.gov/agencies/dcbs/dfs/Pages/default.aspx"
us-la,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 792 provisions in Louisiana's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-ma,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 283 provisions in Massachusetts's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_130_cmr_regulation (57 of 57 not taken); index https://www.mass.gov/law-library/130-cmr"
us-md,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 861 provisions in Maryland's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: manual_supplement_action_transmittal_pdf (10 of 10 not taken); coverage_group_guide_pdf (3 of 3 not taken); index https://health.maryland.gov/mmcp/Pages/MedicaidManual.aspx"
us-me,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 105 provisions in Maine's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: manual_part_docx (2 of 18 not taken); in_chip_or_ssi_scope (2 of 2 not taken); index https://www.maine.gov/sos/rulemaking/agency-rules/mainecare-eligibility-manual"
us-mi,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 2114 provisions in Michigan's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-mn,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 2416 provisions in Minnesota's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: manual_topic_html (1 of 345 not taken); home_page_bulletin_pdf (3 of 3 not taken); index https://hcopub.dhs.state.mn.us/epm/home.htm"
us-mo,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 636 provisions in Missouri's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: magi_appendix_spreadsheet (3 of 3 not taken); index https://dssmanuals.mo.gov/family-mo-healthnet-magi/"
us-ms,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1151 provisions in Mississippi's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-mt,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 361 provisions in Montana's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_site_pdf (12 of 12 not taken); index https://dphhs.mt.gov/hcsd/Manuals/CMAPolicyManual"
us-nc,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 2360 provisions in North Carolina's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: abd_administrative_letters (117 of 117 not taken); abd_change_notices (126 of 126 not taken); fcm_administrative_letters (118 of 118 not taken); fcm_change_notices (81 of 81 not taken); dhb_forms (400; index https://policies.ncdhhs.gov/divisional-a-m/health-benefits-nc-medicaid/"
us-nd,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 324 provisions in North Dakota's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: site_page_html (6 of 6 not taken); index https://www.nd.gov/dhs/policymanuals/51005/Default.htm"
us-ne,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the medicaid queue row (blocked_primary_source); searched 35 provisions in Nebraska's program and pointer scopes: Batch 5 (2026-09-11): blocked. Nebraska Title 477 NAC (Medicaid Eligibility) is served through the Secretary of State rules site API (rules.nebraska.gov/api/chapter/GetByTitleId/232 for the chapter li
us-nh,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 737 provisions in New Hampshire's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-nj,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 908 provisions in New Jersey's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_title_10_chapter_pdf (109 of 109 not taken); index https://www.nj.gov/humanservices/notices/rules-and-fees/rules-and-regulations/"
us-nm,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 164 provisions in New Mexico's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-nv,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 468 provisions in Nevada's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: manual_transmittal_letter_pdf (72 of 72 not taken); index https://www.dss.nv.gov/programs/medical/medical-assistance-manual/"
us-ny,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 971 provisions in New York's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: full_manual_pdf (1 of 1 not taken); update_archive_pdf_or_html (13 of 13 not taken); index https://www.health.ny.gov/health_care/medicaid/reference/mrg/"
us-oh,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 96 provisions in Ohio's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: chapter_landing_page (6 of 6 not taken); index https://codes.ohio.gov/ohio-administrative-code/5160:1"
us-ok,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 377 provisions in Oklahoma's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: subchapter_landing_page (17 of 17 not taken); part_landing_page (29 of 29 not taken); index https://oklahoma.gov/ohca/policies-and-rules/xpolicy/medical-assistance-for-adults-and-children-eligibility.html"
us-or,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 40 provisions in Oregon's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: oar_410_200_rule_html (2 of 43 not taken); index https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1742"
us-pa,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 922 provisions in Pennsylvania's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: forms_opsmemo_policy_clarification_catalog_html (4 of 4 not taken); index http://services.dpw.state.pa.us/oimpolicymanuals/ma/index.htm"
us-ri,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 715 provisions in Rhode Island's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: repealed_part (1 of 1 not taken); index https://rules.sos.ri.gov/organizations/title/210"
us-sc,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 50 provisions in South Carolina's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: miap_manual_docx (1 of 1 not taken); staff_training_or_forms_link (9 of 9 not taken); index https://www.scdhhs.gov/providers/manuals/sc-medicaid-policy-and-procedures-manual"
us-sd,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: nonmedicaid_chip_chapter (1 of 1 not taken); index https://sdlegislature.gov/Rules/Administrative/67:46"
us-tn,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 665 provisions in Tennessee's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: consolidated_manual_pdf (1 of 1 not taken); manual_landing_page (3 of 3 not taken); index https://www.tn.gov/tenncare/policy-guidelines/eligibility-policy.html"
us-tx,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 4911 provisions in Texas's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: mepd_chapter_landing_html (18 of 18 not taken); mepd_section_landing_html (72 of 72 not taken); mepd_appendix_landing_html (2 of 2 not taken); mepd_forms_notices_revisions_bulletins_pages (5 of 5 not ; index https://fhb.hhs.texas.gov/handbooks/medicaid-elderly-people-disabilities-handbook"
us-ut,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1562 provisions in Utah's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: obsolete_policy_topic_html (1807 of 1807 not taken); index https://oepmanuals.dhhs.utah.gov/"
us-va,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1929 provisions in Virginia's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_pdf (1 of 1 not taken); index https://www.dmas.virginia.gov/for-applicants/eligibility-guidance/eligibility-manual/"
us-vt,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 232 provisions in Vermont's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: other_hbee_page_pdf (19 of 19 not taken); index https://humanservices.vermont.gov/rules-policies/health-care-rules/health-benefits-eligibility-and-enrollment-rules-hbee"
us-wa,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 1552 provisions in Washington's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: hub_landing_page_html (4 of 4 not taken); additional_tool_manual_page_html (2 of 2 not taken); additional_tool_other_page_or_form (4 of 4 not taken); index https://www.hca.wa.gov/health-care-services-supports/program-administration/apple-health-eligibility-manual"
us-wi,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 831 provisions in Wisconsin's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov; untaken publisher families: meh_prior_release_pdf (24 of 24 not taken); badgercare-plus-handbook_prior_release_pdf (24 of 24 not taken); index https://www.dhs.wisconsin.gov/library/collection/p-10030"
us-wv,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"not found in held text (searched 2275 provisions in West Virginia's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us-wy,M-435-735,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,"no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan attachment 2.6-A supplements 8a-8c and 9-12 (post-eligibility, transfers, trusts, estate recovery, spousal impoverishment) on medicaid.gov"
us,M-435-800,federal_only,federal regulation (eCFR),PRESENT,2026-06-25-title-42-part-435,us/regulation/42/435/800,no,federal regulation text held (42 CFR 435.800)
us-ak,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-al,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ar,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-az,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ca,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-co,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ct,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-dc,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-de,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-fl,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ga,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-hi,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ia,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-id,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-il,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-in,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ks,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ky,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-la,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ma,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-md,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-me,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-mi,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-mn,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-mo,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ms,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-mt,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-nc,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-nd,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ne,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-nh,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-nj,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-nm,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-nv,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ny,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-oh,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ok,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-or,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-pa,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ri,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-sc,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-sd,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-tn,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-tx,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-ut,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-va,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-vt,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-wa,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-wi,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-wv,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us-wy,M-435-800,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/800,no,federal-only element (42 CFR 435.800); carried at the us row and inherited
us,M-435-811,state,federal regulation (eCFR),PRESENT,2026-06-25-title-42-part-435,us/regulation/42/435/811,yes (medically_needy/limit/income/*),federal regulation text held (42 CFR 435.811)
us-ak,M-435-811,state,state eligibility manual appendix / annual income-level table or notice,EXTRACTABLE,,,yes (medically_needy/limit/income/*),not found in held text (searched 191 provisions in Alaska's program and pointer scopes); carried by Medicaid state plan attachment 2.6-A supplement (medically needy income and resource levels) on medicaid.gov; untaken publisher families: manual_topic_html (267 of 394 not taken); index http://dpaweb.hss.state.ak.us/manuals/adltc/adltc.htm
