jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-wy,MED-F-IOM-100-16,federal,manual,EXTRACTABLE,,,no,inherited from federal
us,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,https://www.cms.gov/medicare/regulations-guidance/manuals/internet-only-manuals-ioms: 4 chapters listed on the IOM index; not taken
us-ak,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-al,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ar,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-az,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ca,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-co,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ct,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-dc,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-de,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-fl,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ga,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-hi,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ia,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-id,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-il,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-in,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ks,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ky,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-la,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ma,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-md,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-me,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mi,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mn,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mo,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ms,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mt,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nc,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nd,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ne,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nh,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nj,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nm,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nv,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ny,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-oh,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ok,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-or,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-pa,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ri,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sc,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sd,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tn,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tx,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ut,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-va,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-vt,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wa,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wi,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wv,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wy,MED-F-IOM-100-03,federal,manual,EXTRACTABLE,,,no,inherited from federal
us,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,https://www.cms.gov/medicare/regulations-guidance/manuals/internet-only-manuals-ioms: 8 chapters listed on the IOM index; not taken
us-ak,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-al,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ar,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-az,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ca,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-co,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ct,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-dc,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-de,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-fl,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ga,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-hi,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ia,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-id,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-il,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-in,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ks,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ky,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-la,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ma,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-md,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-me,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mi,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mn,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mo,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ms,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mt,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nc,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nd,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ne,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nh,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nj,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nm,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nv,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ny,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-oh,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ok,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-or,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-pa,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ri,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sc,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sd,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tn,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tx,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ut,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-va,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-vt,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wa,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wi,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wv,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wy,MED-F-IOM-100-05,federal,manual,EXTRACTABLE,,,no,inherited from federal
us,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,POMS part HI is listed at https://secure.ssa.gov/poms.nsf/chapterlist!openview&restricttocategory=06 (same publisher/extractor as the SI scope); no POMS HI section in the corpus
us-ak,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-al,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ar,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-az,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ca,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-co,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ct,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-dc,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-de,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-fl,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ga,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-hi,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ia,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-id,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-il,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-in,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ks,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ky,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-la,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ma,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-md,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-me,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mi,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mn,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mo,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ms,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mt,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nc,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nd,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ne,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nh,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nj,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nm,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nv,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ny,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-oh,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ok,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-or,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-pa,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ri,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sc,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sd,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tn,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tx,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ut,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-va,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-vt,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wa,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wi,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wv,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wy,MED-F-POMS-HI-00801,federal,manual,EXTRACTABLE,,,no,inherited from federal
us,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,POMS part HI is listed at https://secure.ssa.gov/poms.nsf/chapterlist!openview&restricttocategory=06 (same publisher/extractor as the SI scope); no POMS HI section in the corpus
us-ak,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-al,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ar,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-az,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ca,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-co,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ct,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-dc,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-de,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-fl,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ga,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-hi,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ia,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-id,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-il,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-in,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ks,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ky,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-la,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ma,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-md,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-me,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mi,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mn,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mo,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ms,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mt,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nc,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nd,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ne,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nh,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nj,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nm,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nv,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ny,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-oh,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ok,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-or,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-pa,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ri,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sc,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sd,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tn,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tx,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ut,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-va,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-vt,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wa,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wi,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wv,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wy,MED-F-POMS-HI-00805,federal,manual,EXTRACTABLE,,,no,inherited from federal
us,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,POMS part HI is listed at https://secure.ssa.gov/poms.nsf/chapterlist!openview&restricttocategory=06 (same publisher/extractor as the SI scope); no POMS HI section in the corpus
us-ak,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-al,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ar,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-az,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ca,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-co,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ct,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-dc,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-de,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-fl,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ga,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-hi,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ia,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-id,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-il,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-in,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ks,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ky,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-la,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ma,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-md,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-me,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mi,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mn,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mo,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ms,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mt,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nc,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nd,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ne,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nh,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nj,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nm,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nv,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ny,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-oh,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ok,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-or,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-pa,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ri,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sc,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-sd,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tn,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-tx,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ut,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-va,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-vt,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wa,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wi,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wv,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-wy,MED-F-POMS-HI-00815,federal,manual,EXTRACTABLE,,,no,inherited from federal
us,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,POMS part HI is listed at https://secure.ssa.gov/poms.nsf/chapterlist!openview&restricttocategory=06 (same publisher/extractor as the SI scope); no POMS HI section in the corpus
us-ak,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-al,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ar,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-az,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ca,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-co,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ct,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-dc,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-de,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-fl,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ga,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-hi,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ia,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-id,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-il,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-in,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ks,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ky,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-la,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ma,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-md,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-me,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mi,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mn,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mo,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ms,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-mt,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nc,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nd,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-ne,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nh,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nj,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
us-nm,MED-F-POMS-HI-01001,federal,manual,EXTRACTABLE,,,no,inherited from federal
