jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note,element_label,rulespec_encoded
us-me,S20,state,state statute,EXTRACTABLE,,,yes (income/credits/eitc),the EITC section is not in any selected statute scope for this state (see S19); posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (2 income-tax files)
us-me,S21,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),State child tax credit / dependent credit / young child credit amount,yes (2 income-tax files)
us-me,S22,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),State child credit phase-out / income limit and refundability,yes (2 income-tax files)
us-me,S23,state,state statute,EXTRACTABLE,,,yes (credits/child_care),no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Child and dependent care credit: percentage of the federal credit or own schedule,yes (2 income-tax files)
us-me,S24,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Credit for income taxes paid to other states (resident credit, limitation)",yes (2 income-tax files)
us-me,S25,state,state statute,EXTRACTABLE,,,"yes (credits, income/credits)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (2 income-tax files)
us-me,S26,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (2 income-tax files)
us-me,S27,state,state statute,EXTRACTABLE,,,"yes (credits, income/credits)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (2 income-tax files)
us-me,S28,state,state statute,N/A,,,no,"N/A: no state AMT (analyst knowledge, verify)","State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (2 income-tax files)
us-me,S29,state,state statute or bulletin,N/A,,,"yes (income/surcharge, surcharge)","N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (2 income-tax files)
us-me,S30,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (2 income-tax files)
us-me,S31,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Employer withholding requirement and withholding tables/formula,yes (2 income-tax files)
us-me,S32,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Individual estimated tax requirement, safe harbor and underpayment interest",yes (2 income-tax files)
us-me,S33,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (2 income-tax files)
us-me,S34,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 13); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Return due date, extensions, joint return liability and innocent spouse",yes (2 income-tax files)
us-me,S35,state,state statute,N/A,,,no,"N/A: no local income tax authorized by the state code (analyst knowledge, verify)","Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (2 income-tax files)
us-me,R01,state,state regulation,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (2 income-tax files)
us-me,F01,state,state form instructions and rate schedules,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at guidance/2026-07-23-me-individual-income-tax-rates-2026; publisher forms index: state revenue department forms page,Tax year 2025 resident individual income tax return form,yes (2 income-tax files)
us-me,F02,state,state form instructions and rate schedules,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at guidance/2026-07-23-me-individual-income-tax-rates-2026; publisher forms index: state revenue department forms page,"Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (2 income-tax files)
us-me,F03,state,state form instructions and rate schedules,EXTRACTABLE,,,"yes (income/main, main)",no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index revenue department forms page,"Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (2 income-tax files)
us-me,F04,state,state form instructions and rate schedules,EXTRACTABLE,,,"yes (deductions/standard, income/deductions, income/deductions/standard)",no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index revenue department forms page,Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (2 income-tax files)
us-me,F05,state,state form instructions and rate schedules,EXTRACTABLE,,,yes (income/credits/eitc),no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index revenue department forms page,"Tax year 2025 state EITC / child credit parameters as printed in the instructions (percentage of federal, amounts, worksheets)",yes (2 income-tax files)
us-me,F06,state,state department bulletins,PRESENT,2026-07-23-me-individual-income-tax-rates-2026,us-me/guidance/revenue/individual-income-tax/2026/rate-schedules/document-1,"yes (income/main, main)","guidance body ('State of Maine 2026 Individual Income Tax Rates 1', 3161 chars): 'd in 36 M.R.S. § 5111, sub-§§ 1-F, 2-F and 3-F. The Maine standard deduction and personal exemption amounts are adjusted by multiplying the cost-of-living adjustment, 1.279, by the'","Tax year 2026 indexed amounts (rate schedule, standard deduction, exemptions) as published for the year (estimated-tax instructions or department bulletin)",yes (2 income-tax files)
us-mi,S01,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.51/1,yes (income/rate),"statute body ('206.51 Tax rate on taxable income of person other than corpo', 11767 chars): 'or receiving, earning, or otherwise acquiring income from any source whatsoever, there is levied and imposed under this part upon the taxable income of every person other than a co'",Imposition of the individual income tax (or the constitutional/statutory bar for the nine no-tax states),yes (3 income-tax files)
us-mi,S02,state conformity,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,no,"statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'ernal revenue code were not in effect. (ii) Sections 163(j), 168(k), 174, and 179 of the internal revenue code applied as those provisions were in effect on December 31, 2024. (iii'",Internal Revenue Code conformity date (static or rolling) as defined in the chapter,yes (3 income-tax files)
us-mi,S03,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,no,"statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'tribal members, without regard to the source of payment. (J) All gaming winnings. (iii) ""Resident tribal member"" means an individual who meets all of the following criteria: (A) Is'","Resident, nonresident and part-year resident definitions (domicile, statutory residence day count)",yes (3 income-tax files)
us-mi,S04,state conformity,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,yes (income/rate),"statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'cept as otherwise provided under this subdivision, $55,000.00 for a joint return. If both spouses filing a joint return receive retirement or pension benefits from employment with '","Filing statuses and joint/separate return rules (married joint, separate, head of household, surviving spouse)",yes (3 income-tax files)
us-mi,S05,state conformity,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,no,"statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): '30. (1) ""Taxable income"" means, for a person other than a corporation, estate, or trust, adjusted gross income as defined in the internal revenue code subject to the following adju'","Starting point: state gross/adjusted gross/taxable income defined from federal AGI, federal taxable income, or own gross income",yes (3 income-tax files)
us-mi,S06,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.51/1,yes (income/rate),"statute body ('206.51 Tax rate on taxable income of person other than corpo', 11767 chars): 'g income from any source whatsoever, there is levied and imposed under this part upon the taxable income of every person other than a corporation a tax at the following rates in th'","Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (3 income-tax files)
us-mi,S07,state,state statute,N/A,,,yes (income/rate),"N/A: brackets/deductions are not indexed by statute (analyst knowledge, verify)","Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (3 income-tax files)
us-mi,S08,state,state statute,N/A,,,"yes (income/deductions, income/deductions/standard)","N/A: the state has no standard deduction of its own (federal taxable income start or exemption-only design) (analyst knowledge, verify)",Standard deduction amount(s) by filing status (statute),yes (3 income-tax files)
us-mi,S09,state conformity,state statute,N/A,,,yes (income/deductions),"N/A: the state allows no itemized deductions (analyst knowledge, verify)","Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (3 income-tax files)
us-mi,S10,state,state statute,EXTRACTABLE,,,"yes (exemptions, income/exemptions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (3 income-tax files)
us-mi,S11,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,"yes (exemptions, income/exemptions)","statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'come and is not the dependent of another taxpayer. (b) A taxpayer may claim a dependency exemption for each individual who is a dependent of the taxpayer for the tax year. (c) A ta'",Dependent exemption or dependent credit amount,yes (3 income-tax files)
us-mi,S12,state,state statute,EXTRACTABLE,,,"yes (exemptions, income/exemptions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Additional deduction/exemption/credit for age 65 or over and for blindness,yes (3 income-tax files)
us-mi,S13,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,"yes (additions, income/additions)","statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'n the internal revenue code subject to the following adjustments under this section: (a) Add gross interest income and dividends derived from obligations or securities of states ot'",Addition: interest on obligations of other states and their subdivisions,yes (3 income-tax files)
us-mi,S14,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,"yes (income/deductions, income/subtractions, subtractions)","statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'es paid by a flow-through entity under part 4. (c) Add losses on the sale or exchange of obligations of the United States government, the income of which this state is prohibited f'",Subtraction: interest on United States obligations,yes (3 income-tax files)
us-mi,S15,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,no,"statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'n benefits from employment with a governmental agency that was not covered by the federal social security act, 42 USC 301 to 1397mm, the sum of the deductions under subsection (1)('",Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (3 income-tax files)
us-mi,S16,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.30/10,no,"statute body ('206.30 ""Taxable income"" defined; personal exemption; additio', 43548 chars): 'in section 86 of the internal revenue code. (iv) Beginning on and after January 1, 2007, retirement or pension benefits not deductible under subparagraph (i) or subdivision (e) fro'","Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (3 income-tax files)
us-mi,S17,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Military pay and military retirement subtraction,yes (3 income-tax files)
us-mi,S18,state,state statute,N/A,,,no,"N/A: capital gains taxed as ordinary income with no state exclusion (analyst knowledge, verify)","Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (3 income-tax files)
us-mi,S19,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.272,"yes (credits/eitc, income/credits/eitc)","statute body ('206.272', 2843 chars): '-5 Previous Section Next Section INCOME TAX ACT OF 1967 (EXCERPT) Act 281 of 1967 206.272 Earned income tax credit; amount equal to federal credit; refund. Sec. 272. (1) A taxpayer'","State EITC: percentage of the federal credit or own schedule, and refundability",yes (3 income-tax files)
us-mi,S20,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.272,"yes (credits/eitc, income/credits/eitc)","eligibility read from the EITC section; no deviation text (ITIN/age/childless) matched, so the state appears to follow federal eligibility (verify)","State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (3 income-tax files)
us-mi,S21,state,state statute,N/A,,,no,"N/A: no state child credit/child deduction in TY2025 law (analyst knowledge, verify)",State child tax credit / dependent credit / young child credit amount,yes (3 income-tax files)
us-mi,S22,state,state statute,N/A,,,no,"N/A: no state child credit/child deduction in TY2025 law (analyst knowledge, verify)",State child credit phase-out / income limit and refundability,yes (3 income-tax files)
us-mi,S23,state,state statute,N/A,,,no,"N/A: no state child and dependent care credit in TY2025 law (analyst knowledge, verify)",Child and dependent care credit: percentage of the federal credit or own schedule,yes (3 income-tax files)
us-mi,S24,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Credit for income taxes paid to other states (resident credit, limitation)",yes (3 income-tax files)
us-mi,S25,state,state statute,N/A,,,"yes (credits, income/credits)","N/A: no low-income credit/no-tax floor (analyst knowledge, verify)","Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (3 income-tax files)
us-mi,S26,state,state statute,EXTRACTABLE,,,yes (credits/homestead_property_tax),no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (3 income-tax files)
us-mi,S27,state,state statute,EXTRACTABLE,,,"yes (credits, income/credits)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (3 income-tax files)
us-mi,S28,state,state statute,N/A,,,no,"N/A: no state AMT (analyst knowledge, verify)","State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (3 income-tax files)
us-mi,S29,state,state statute or bulletin,N/A,,,no,"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (3 income-tax files)
us-mi,S30,state,state statute,PRESENT,2026-07-13-recovery,us-mi/statute/206.51/1,no,"statute body ('206.51 Tax rate on taxable income of person other than corpo', 11767 chars): 'f every person other than a corporation for those tax years. (6) The taxable income of a nonresident shall be computed in the same manner that the taxable income of a resident is c'","Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (3 income-tax files)
us-mi,S31,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Employer withholding requirement and withholding tables/formula,yes (3 income-tax files)
us-mi,S32,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Individual estimated tax requirement, safe harbor and underpayment interest",yes (3 income-tax files)
us-mi,S33,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (3 income-tax files)
us-mi,S34,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Return due date, extensions, joint return liability and innocent spouse",yes (3 income-tax files)
us-mi,S35,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 15); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (3 income-tax files)
us-mi,R01,state,state regulation,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (3 income-tax files)
us-mi,F01,state,state form instructions and rate schedules,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no TY2025 resident return form in any selected form scope (form documents present: none); queue row 'done' points at guidance/2026-07-21-mi-2026-income-tax-rate-notice; publisher forms index: state revenue department forms page,Tax year 2025 resident individual income tax return form,yes (3 income-tax files)
us-mi,F02,state,state form instructions and rate schedules,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no TY2025 resident instruction booklet in any selected form scope (form documents present: none); queue row 'done' points at guidance/2026-07-21-mi-2026-income-tax-rate-notice; publisher forms index: state revenue department forms page,"Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (3 income-tax files)
us-mi,F03,state,state form instructions and rate schedules,EXTRACTABLE,,,yes (income/rate),no TY2025 rate schedule/tax table/flat-rate body in the selection (form bodies: 0); publisher forms index revenue department forms page,"Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (3 income-tax files)
us-mi,F04,state,state form instructions and rate schedules,EXTRACTABLE,,,"yes (income/deductions, income/deductions/standard)",no TY2025 instruction body carrying the printed standard deduction/exemption amounts in the selection; publisher forms index revenue department forms page,Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (3 income-tax files)
us-mi,F05,state,state form instructions and rate schedules,EXTRACTABLE,,,"yes (credits/eitc, income/credits/eitc)",no TY2025 instruction body carrying the state EITC/child credit parameters in the selection; publisher forms index revenue department forms page,"Tax year 2025 state EITC / child credit parameters as printed in the instructions (percentage of federal, amounts, worksheets)",yes (3 income-tax files)
us-mi,F06,state,state department bulletins,PRESENT,2026-07-21-mi-2026-income-tax-rate-notice,us-mi/guidance/treasury/taxpayer-notices/2026/04/15/individual-income-tax-rate/rate-determination,yes (income/rate),"guidance body ('2026 individual income-tax rate determination', 1089 chars): 'ase in general fund revenue from the immediately preceding state fiscal year exceeded the inflation rate for the same period. That determination is required to be made jointly by t'","Tax year 2026 indexed amounts (rate schedule, standard deduction, exemptions) as published for the year (estimated-tax instructions or department bulletin)",yes (3 income-tax files)
us-mn,S01,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.06/block-7,"yes (income/rates, main, rates)","statute body ('Subdivision 1. Computation, corporations.', 122 chars): 'The franchise tax imposed upon corporations shall be computed by applying to their taxable income the rate of 9.8 percent.'",Imposition of the individual income tax (or the constitutional/statutory bar for the nine no-tax states),yes (1 income-tax files)
us-mn,S02,state conformity,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Internal Revenue Code conformity date (static or rolling) as defined in the chapter,yes (1 income-tax files)
us-mn,S03,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.06/block-62,no,"statute body ('Subd. 37. Beginning farmer incentive credit.', 2432 chars): 'her executed agreement, as of the last day of the taxable year. (e) For a nonresident or part-year resident, the credit under this section must be allocated using the percentage ca'","Resident, nonresident and part-year resident definitions (domicile, statutory residence day count)",yes (1 income-tax files)
us-mn,S04,state conformity,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0123/block-7,"yes (income/rates, main, rates)","statute body ('Subdivision 1. Standard deduction amount.', 366 chars): 'duction equals: (1) for a married joint filer or a surviving spouse, $27,650; (2) for a head of household filer, $20,800; or (3) for any other filer, one-half the amount in clause '","Filing statuses and joint/separate return rules (married joint, separate, head of household, surviving spouse)",yes (1 income-tax files)
us-mn,S05,state conformity,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0121/block-8,no,"statute body ('Subd. 2. Disallowed exemption amount.', 1030 chars): 'wo percentage points for each $1,250, or fraction of that amount, by which the taxpayer's federal adjusted gross income for the taxable year exceeds the threshold amount. For all o'","Starting point: state gross/adjusted gross/taxable income defined from federal AGI, federal taxable income, or own gross income",yes (1 income-tax files)
us-mn,S06,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.06/block-12,"yes (income/rates, main, rates)","statute body ('Subd. 2c. Schedules of rates for individuals, estates, and t', 4215 chars): 'g to their taxable net income the following schedule of rates: (1) On the first $38,770, 5.35 percent; (2) On all over $38,770, but not over $154,020, 6.8 percent; (3) On all over '","Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (1 income-tax files)
us-mn,S07,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0121/block-9,"yes (income/rates, main, rates)","statute body ('Subd. 3. Inflation adjustment.', 494 chars): 'For taxable years beginning after December 31, 2019, the commissioner must adjust for inflation the exemption amount in subdivision 1, paragraph (b), and the threshold amounts in s'","Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (1 income-tax files)
us-mn,S08,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0123/block-7,"yes (deductions/standard, income/deductions, income/deductions/standard)","statute body ('Subdivision 1. Standard deduction amount.', 366 chars): 'A taxpayer's standard deduction equals: (1) for a married joint filer or a surviving spouse, $27,650; (2) for a head of household filer, $20,800; or (3) for any other filer, one-ha'",Standard deduction amount(s) by filing status (statute),yes (1 income-tax files)
us-mn,S09,state conformity,state statute,EXTRACTABLE,,,"yes (deductions/itemized, income/deductions, income/deductions/itemized)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (1 income-tax files)
us-mn,S10,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0121/block-7,"yes (exemptions, income/exemptions)","statute body ('Subdivision 1. Exemption amount.', 383 chars): 'emption amount under subdivision 2, but the remainder may not be less than zero. (b) The exemption amount equals $4,250.'",Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (1 income-tax files)
us-mn,S11,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0121/block-7,"yes (exemptions, income/exemptions)","statute body ('Subdivision 1. Exemption amount.', 383 chars): '(a) A taxpayer's dependent exemption equals: (1) the exemption amount multiplied by the number of individuals who are dependents, as defined in sections 151 and 152 of the Internal'",Dependent exemption or dependent credit amount,yes (1 income-tax files)
us-mn,S12,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0123/block-8,"yes (exemptions, income/exemptions)","statute body ('Subd. 2. Additional amount for seniors or blind taxpayers.', 932 chars): '(a) The additional amount equals the sum of the following amounts: (1) $1,450 if the taxpayer has attained age 65 before the close of the taxable year or $1,850 for such a taxpayer'",Additional deduction/exemption/credit for age 65 or over and for blindness,yes (1 income-tax files)
us-mn,S13,state,state statute,EXTRACTABLE,,,"yes (additions, income/additions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Addition: interest on obligations of other states and their subdivisions,yes (1 income-tax files)
us-mn,S14,state,state statute,EXTRACTABLE,,,"yes (income/deductions, income/subtractions, subtractions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Subtraction: interest on United States obligations,yes (1 income-tax files)
us-mn,S15,state,state statute,EXTRACTABLE,,,"yes (income/subtractions/social_security, social_security, subtractions/social_security)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (1 income-tax files)
us-mn,S16,state,state statute,EXTRACTABLE,,,"yes (income/subtractions/social_security, social_security, subtractions/social_security)",no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (1 income-tax files)
us-mn,S17,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.067/block-7,no,"statute body ('Subdivision 1. Amount of credit.', 4152 chars): 'ed income of the claimant and the claimant's spouse. (f) For residents of Minnesota, the subtractions for military pay under section 290.0132, subdivisions 11 and 12, are not consi'",Military pay and military retirement subtraction,yes (1 income-tax files)
us-mn,S18,state,state statute,N/A,,,no,"N/A: capital gains taxed as ordinary income with no state exclusion (analyst knowledge, verify)","Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (1 income-tax files)
us-mn,S19,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0671/block-7,no,"statute body ('Subdivision 1. Credit allowed.', 2203 chars): 'de; and (3) section 32(m) of the Internal Revenue Code does not apply. (b) A taxpayer's working family credit equals four percent of the first $8,750 of earned income. (c) The cred'","State EITC: percentage of the federal credit or own schedule, and refundability",yes (1 income-tax files)
us-mn,S20,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0671/block-7,no,"eligibility read from the EITC section; no deviation text (ITIN/age/childless) matched, so the state appears to follow federal eligibility (verify)","State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (1 income-tax files)
us-mn,S21,state,state statute,PRESENT,2026-07-13-recovery,us-mn/statute/290.0671/block-7,no,"statute body ('Subdivision 1. Credit allowed.', 2203 chars): '(3) section 32(m) of the Internal Revenue Code does not apply. (b) A taxpayer's working family credit equals four percent of the first $8,750 of earned income. (c) The credit under'",State child tax credit / dependent credit / young child credit amount,yes (1 income-tax files)
us-mn,S22,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery; income-tax chapter rows: 125); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),State child credit phase-out / income limit and refundability,yes (1 income-tax files)
